society,price,area,open_sides,possession,locality,nearby_count,school_count,hospital_count,bank_count,metro_count,corner_property,park_facing,freehold,rental_income,ready_to_move,transport_count,environment,lifestyle,connectivity,safety,overall_rating,description_length,contains_corner,contains_freehold,contains_park,contains_north
Central Park Flower Valley,5.625,2281.9468,1.0,undefined,Oo1,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,406.0,0,0,1,0
independent,2.7,904.1676,1.0,undefined,0007,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,188.0,0,0,0,0
Ansal Sushant Lok 2,5.324999999999999,1625.3489,1.0,undefined,D Block,47,4,5,14,3,0,0,0,0,0,5,4.0,5.0,5.0,4.0,4.5,107.0,0,0,0,0
Ansal Oriental Villas,7.35,2701.7389,1.0,undefined,A Block,45,5,7,13,0,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,64.0,0,0,0,0
independent,6.375,1625.3489,1.0,undefined,Block N,49,2,4,10,1,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,114.0,0,0,0,0
independent,2.7,43561.5033,1.0,undefined,Plot No--2,20,0,15,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,46.0,0,0,0,0
Central Park Flower Valley Mikasa Plots,4.155,2185.0717,1.0,undefined,I Block,7,1,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,134.0,0,0,1,0
Central Park Flower Valley Mikasa Plots,5.25,2249.6551,1.0,Immediate,I Block,7,1,1,0,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,557.0,0,0,1,0
ROF Normanton Park,1.98,1291.668,2.0,undefined,Sohna,9,2,1,0,0,1,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,517.0,1,0,0,0
independent,3.375,1453.1265,1.0,Immediate,Sector 4 Gurgaon,49,2,29,5,0,0,1,0,0,1,3,5.0,5.0,5.0,5.0,5.0,111.0,0,0,1,0
south city 1 plots,9.75,3239.9339,1.0,undefined,Plot No,49,2,4,10,1,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,93.0,0,0,0,0
Uppal Southend4.0 ★,15.0,6598.2707,3.0,undefined,Uppals Southend,46,0,13,10,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,404.0,0,0,0,0
DLF City Plots,24.0,4843.755,2.0,undefined,DLF Phase 1,8,2,1,0,1,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,1139.0,0,0,1,0
Vatika India Next Plots3.6 ★,6.375,3552.087,2.0,Immediate,Sector 83 Gurgaon,15,2,5,1,0,0,0,0,0,1,0,5.0,5.0,4.0,5.0,4.75,377.0,0,0,0,0
Ansal Sushant Lok Plots,9.0,1937.502,2.0,undefined,C Block Sushant Lok Phase 1,46,2,4,9,2,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,124.0,0,0,0,1
independent,7.050000000000001,2368.058,3.0,undefined,0000,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50.0,0,0,1,0
Unitech Deerwood Chase,6.36,2389.5858,2.0,undefined,266 Sqyd,45,4,10,8,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,82.0,0,0,0,0
independent,6.525,2432.6414,2.0,undefined,270sqyd,45,4,10,8,0,0,1,0,0,0,0,5.0,5.0,5.0,4.0,4.75,151.0,0,0,1,0
Vipul World3.9 ★,5.25,2163.5439,2.0,undefined,240sqyd,15,2,3,1,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,123.0,0,0,0,0
Vipul World3.9 ★,4.65,2163.5439,1.0,undefined,240 Sqyd,15,2,3,1,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,136.0,0,0,0,0
Emaar MGF Marbella,9.9,2400.3497,1.0,undefined,267 Sqyd,14,2,1,0,1,0,0,0,0,0,2,3.0,4.0,4.0,4.0,3.75,118.0,0,0,0,0
Emaar MGF Marbella,13.5,3239.9339,2.0,undefined,360sqyd,14,2,1,0,1,0,0,0,0,0,2,3.0,4.0,4.0,4.0,3.75,151.0,0,0,0,1
independent,6.75,2432.6414,2.0,undefined,270sqyd,50,0,2,10,4,0,0,0,0,0,5,5.0,5.0,5.0,4.0,4.75,99.0,0,0,0,1
NKV Residential Plots,0.3975,807.2925,2.0,undefined,Golf Course Extn. Road,15,1,2,1,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,1125.0,0,0,1,0
NKV Residential Plots,0.36,161.4585,1.0,Immediate,Sector 67a,15,1,2,1,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,563.0,0,0,1,0
NKV Residential Plots,0.36,699.6535,2.0,undefined,Badashapur,15,1,2,1,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,564.0,0,0,1,0
Vatika India Next Plots3.6 ★,2.79,1399.307,3.0,undefined,Behind Hayat Hotel,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,185.0,0,0,0,0
Malibu Towne,6.75,1797.5712999999998,2.0,undefined,200 Yards Corner,45,5,11,5,0,1,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,97.0,1,0,0,0
Central Park Flower Valley,6.0,2690.975,1.0,Immediate,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,756.0,0,0,1,0
Central Park Flower Valley,4.050000000000001,1700.6962,1.0,Immediate,Sector-33 Sohna,15,4,3,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,755.0,0,0,1,0
independent,10.35,2432.6414,1.0,undefined,DLF Phase 4,47,1,7,10,3,0,0,0,0,0,3,5.0,4.0,5.0,5.0,4.75,58.0,0,0,0,0
independent,9.3,2701.7389,1.0,undefined,B Block Sushant Lok Phase 1,48,1,4,9,2,0,0,0,0,0,2,4.0,4.5,4.5,4.0,4.25,67.0,0,0,0,0
independent,10.125,2432.6414,1.0,undefined,DLF Phase 1,46,0,18,11,6,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,51.0,0,0,0,0
independent,9.0,4682.2965,1.0,Immediate,Palam Vihar,27,4,3,3,1,0,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,65.0,0,0,0,0
independent,2.22,904.1676,1.0,Immediate,000,44,4,5,10,0,0,0,0,0,1,2,4.0,5.0,5.0,4.0,4.5,99.0,0,0,0,0
independent,6.24,2368.058,1.0,undefined,Sector 38 Gurgaon,47,4,12,7,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,244.0,0,0,1,1
Ansal API Esencia3.7 ★,5.835,2690.975,1.0,Immediate,Sector 67 Gurgaon,12,0,0,0,1,0,0,0,0,1,1,4.0,4.5,4.0,4.0,4.125,82.0,0,0,0,0
Paras Ekam Homes,1.47675,1614.585,2.0,undefined,Sector-5 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,3397.0,0,0,1,0
Paras Ekam Homes,1.413,1410.0709,2.0,undefined,Sector-5 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,909.0,0,0,0,0
Paras Ekam Homes,1.056,1151.7373,2.0,undefined,Sector-5 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,359.0,0,0,0,0
Paras Ekam Homes,1.023,1119.4456,2.0,undefined,Sector-5 Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,437.0,0,0,0,0
independent,2.475,904.1676,2.0,undefined,720,48,6,6,13,1,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,210.0,0,0,0,1
independent,8.459999999999999,2163.5439,2.0,undefined,126,45,4,11,6,0,1,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,176.0,1,0,0,0
independent,8.55,2701.7389,2.0,undefined,126,48,0,6,12,3,0,0,0,0,0,3,4.0,4.0,5.0,4.0,4.25,220.0,0,0,1,1
Emaar Emerald Hills4.1 ★,9.615,2400.3497,2.0,undefined,126,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,325.0,0,0,0,0
Hans Enclave,4.5,48599.0085,1.0,undefined,N 4,48,2,25,3,0,0,0,0,1,0,1,3.5,4.0,4.0,4.0,3.875,210.0,0,0,0,0
Emaar Emerald Hills4.1 ★,13.8,3595.1426,2.0,undefined,121,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,341.0,0,0,0,0
Emaar MGF Marbella,11.445,3153.8227,2.0,undefined,141,14,2,1,0,1,0,1,0,0,0,2,3.0,4.0,4.0,4.0,3.75,270.0,0,0,1,0
Mapsko Aspr Hills,3.495,1614.585,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,209.0,0,0,0,0
Mapsko Aspr Hills,2.925,1345.4875,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,209.0,0,0,0,0
Mapsko Aspr Hills,2.7750000000000004,1280.9041,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,209.0,0,0,0,0
Mapsko Aspr Hills,2.55,1184.029,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,209.0,0,0,0,0
Mapsko Aspr Hills,2.97,1367.0153,3.0,Future,Sector 78 Gurgaon,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,209.0,0,0,0,0
G99,10.635,5801.7421,2.0,Immediate,West Facing,10,2,1,0,0,0,0,0,0,1,1,4.5,4.0,4.5,4.5,4.375,564.0,0,0,0,0
G99,7.35,3831.9484,2.0,undefined,East,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,564.0,0,0,0,0
Experion The Westerlies,3.45,182.9863,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,1097.0,0,0,1,0
Experion The Westerlies,3.5250000000000004,193.7502,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,1097.0,0,0,1,0
G99,6.675000000000001,2970.8364,1.0,Immediate,North Facing,10,2,1,0,0,0,0,0,0,1,1,4.5,4.0,4.5,4.5,4.375,564.0,0,0,0,0
G99,7.38,3541.3231,2.0,Immediate,East,10,2,1,0,0,0,0,0,0,1,1,4.5,4.0,4.5,4.5,4.375,564.0,0,0,0,0
G99,10.17,645.834,2.0,undefined,East Facing,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,564.0,0,0,0,0
Adani M2K Oyster Grande3.9 ★,2.625,1065.6261,1.0,undefined,Sector 102 Gurgaon,11,4,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.0,4.125,61.0,0,0,0,0
Adani M2K Oyster Grande3.9 ★,3.0,1259.3763,1.0,Immediate,Sector 102 Gurgaon,11,4,1,0,0,0,0,0,0,1,1,4.0,4.5,4.0,4.0,4.125,113.0,0,0,0,0
ROF Normanton Park,1.83,1377.7792,2.0,Within_3_months,A23,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,274.0,0,0,0,0
Central Park Flower Valley Mikasa Plots,5.64,2249.6551,1.0,Immediate,Block - I,7,1,1,0,1,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,1348.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,2.55,1184.029,2.0,undefined,Block A,12,2,0,0,1,0,0,0,0,0,3,5.0,4.0,4.0,4.0,4.25,1873.0,0,0,0,0
ddjay true habitat sector 112,2.625,1216.3207,2.0,Future,125,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,537.0,0,0,0,0
Ansals Palam Vihar,9.975,4682.2965,1.0,Immediate,Palam Vihar,27,4,3,3,1,0,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,428.0,0,0,0,0
independent,11.235,4682.2965,1.0,undefined,Palam Vihar,27,4,3,3,1,0,0,0,0,0,3,5.0,5.0,5.0,4.0,4.75,431.0,0,0,0,1
independent,11.25,4682.2965,1.0,undefined,Palam Vihar,27,4,3,3,1,0,0,0,0,0,3,5.0,5.0,5.0,4.0,4.75,431.0,0,0,0,1
independent,18.3,8998.6204,2.0,Immediate,Palam Vihar,27,4,3,3,1,0,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,430.0,0,0,0,1
independent,7.814999999999999,3239.9339,1.0,undefined,Palam Vihar,27,4,3,3,1,1,0,0,0,0,3,5.0,5.0,5.0,4.0,4.75,442.0,1,0,1,0
independent,9.48,4682.2965,1.0,Immediate,Palam Vihar,27,4,3,3,1,0,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,431.0,0,0,0,1
independent,9.525,4682.2965,2.0,Immediate,Palam Vihar,27,4,3,3,1,0,1,0,0,1,3,5.0,5.0,5.0,4.0,4.75,201.0,0,0,1,0
Orris Woodview Residencies,6.562815789473683,3239.9339,1.0,undefined,Catagory E,9,2,1,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,190.0,0,0,0,0
independent,2.715,904.1676,1.0,undefined,Sector 45 Gurgaon,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,194.0,0,0,1,0
Ireo Project,1.3335,129.1668,2.0,Future,Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,36.0,0,0,0,0
independent,3.0,4499.3102,1.0,Immediate,New Palam Vihar,32,3,11,1,1,0,0,0,0,1,5,4.0,4.0,4.0,4.0,4.0,43.0,0,0,0,0
independent,5.699999999999999,8998.6204,1.0,Immediate,Sector 109 Gurgaon,14,0,7,0,0,0,0,0,0,1,4,5.0,4.0,3.5,4.5,4.25,50.0,0,0,0,0
independent,1.0499999999999998,161.4585,1.0,Immediate,Sector 110 Gurgaon,29,2,11,1,1,0,0,0,0,1,5,4.0,4.0,5.0,4.0,4.25,101.0,0,0,0,0
independent,3.5250000000000004,1560.7655,1.0,Immediate,Palam Vihar,27,4,3,3,1,0,0,0,0,1,3,5.0,5.0,5.0,4.0,4.75,133.0,0,0,0,0
independent,5.88,269.0975,1.0,undefined,Palam Vihar,27,4,3,3,1,0,0,0,0,0,3,5.0,5.0,5.0,4.0,4.75,133.0,0,0,0,0
independent,2.1,3595.1426,1.0,Immediate,New Palam Vihar,32,3,11,1,1,0,0,0,0,1,5,4.0,4.0,4.0,4.0,4.0,83.0,0,0,0,0
independent,4.08,2228.1273,2.0,Immediate,New Palam Vihar,32,3,11,1,1,1,0,0,1,1,5,4.0,4.0,4.0,4.0,4.0,162.0,1,0,0,0
G99,8.25,3831.9484,2.0,Immediate,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,1,1,4.5,4.0,4.5,4.5,4.375,70.0,0,0,0,1
G99,5.865,2281.9468,2.0,undefined,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,63.0,0,0,0,0
BPTP Amstoria3.8 ★,3.57,1711.4601,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,104.0,0,0,0,0
G99,5.19,2411.1136,1.0,undefined,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,65.0,0,0,0,0
independent,2.94,1614.585,2.0,undefined,000,11,0,1,0,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,360.0,0,0,1,0
Shyam Kunj,0.2249999999999999,118.4029,2.0,undefined,A22,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,4.0,4.0,4.0,430.0,0,1,0,0
independent,9.375,2195.8356,1.0,undefined,Sushant Lok 1,47,2,5,14,1,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,192.0,0,0,0,0
independent,52.5,7244.1047,2.0,undefined,Sector 43,46,1,5,9,3,0,0,0,0,0,3,4.0,4.0,5.0,4.0,4.25,271.0,0,0,0,0
independent,5.550000000000001,1840.6269,2.0,undefined,12345,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,125.0,0,0,0,0
Unitech South City 23.8 ★,19.05,6931.951599999999,2.0,undefined,36b Spaze I Tech Park Shona Road,45,4,10,8,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,85.0,0,0,0,0
Unitech South City 23.8 ★,18.75,775.0008,1.0,undefined,36b Spaze Itech Park Shona Road,45,4,10,8,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,86.0,0,0,0,0
Malibu Towne,29.25,1054.8622,2.0,undefined,36b Spaze I Tech Park Shona Road,45,4,11,6,0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,87.0,0,0,0,0
Malibu Towne,28.5,9526.0515,2.0,undefined,36b B1 Spaze I Tech Park Shona Road,45,4,11,6,0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,85.0,0,0,0,0
Unitech South City 23.8 ★,19.05,6931.951599999999,2.0,undefined,A12,45,3,11,7,0,0,0,1,0,0,0,5.0,5.0,5.0,4.0,4.75,558.0,0,1,0,0
Malibu Towne,6.562815789473683,1054.8622,2.0,undefined,101,45,5,11,5,0,0,0,1,0,0,0,5.0,4.0,5.0,5.0,4.75,484.0,0,1,0,1
independent,3.24,1560.7655,2.0,undefined,156,14,0,1,3,0,0,0,1,0,0,0,4.0,4.0,4.5,4.0,4.25,502.0,0,1,0,1
independent,18.75,4520.838,1.0,Immediate,DLF Phase 1,46,0,18,11,6,0,0,0,0,1,6,5.0,5.0,5.0,5.0,5.0,223.0,0,0,0,0
valencia sector 73,3.3000000000000003,1582.2933,2.0,undefined,A/35,14,0,1,3,0,0,0,1,0,0,0,4.0,4.0,4.5,4.0,4.25,518.0,0,1,0,0
independent,7.5,2163.5439,1.0,undefined,South City 2,45,4,10,7,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,107.0,0,0,0,0
independent,0.108,1194.7929,2.0,Future,Sector-2 Sohna,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,4.5,4.0,4.25,503.0,0,1,0,0
independent,5.25,1453.1265,1.0,undefined,Sector 27 Gurgaon,47,0,6,10,3,0,0,0,0,0,3,5.0,4.0,5.0,4.0,4.5,388.0,0,0,1,0
Paras Ekam Homes,1.2374999999999998,1184.029,1.0,undefined,Sohna,15,2,0,0,0,0,0,1,0,0,1,4.0,4.0,5.0,4.0,4.25,462.0,0,1,0,0
independent,6.375,1625.3489,2.0,undefined,Corner,48,0,7,12,3,0,0,0,0,0,3,4.0,5.0,5.0,4.0,4.5,227.0,0,0,0,0
independent,17.25,4520.838,2.0,undefined,H-Block,49,2,4,10,1,0,0,0,0,0,1,5.0,5.0,5.0,5.0,5.0,306.0,0,0,0,0
independent,0.42,904.1676,1.0,Immediate,Maruti Kunj,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,109.0,0,0,0,0
Central Park Flower Valley,4.5,1732.9879,1.0,undefined,Sector-33 Sohna,15,4,3,0,0,1,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,68.0,1,0,0,1
Sushant Lok 1 Builder Floors,9.75,2701.7389,2.0,undefined,Sushant Lok Phase 1,46,2,4,9,2,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,494.0,0,0,0,0
independent,7.649999999999999,1937.502,1.0,undefined,00.,46,2,4,9,2,0,0,1,1,0,2,4.0,4.0,4.0,4.0,4.0,513.0,0,1,0,0
independent,12.0,2701.7389,1.0,undefined,00.,46,2,4,9,2,0,0,1,1,0,2,4.0,4.0,4.0,4.0,4.0,517.0,0,1,0,0
independent,1.95,538.1949999999999,2.0,undefined,00.,46,2,4,9,2,0,0,1,1,0,2,4.0,4.0,4.0,4.0,4.0,513.0,0,1,0,0
independent,2.175,1130.2095,1.0,undefined,Sector 37C Gurgaon,32,0,27,0,0,0,0,0,0,0,1,5.0,4.0,4.0,4.0,4.25,58.0,0,0,0,0
independent,5.475,2701.7389,3.0,undefined,Sector 4 Gurgaon,49,2,29,5,0,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,87.0,0,0,0,0
Vatika India Next,4.050000000000001,2432.6414,2.0,undefined,Sector 88A Gurgaon,3,0,1,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,96.0,0,0,0,1
independent,4.949999999999999,1625.3489,1.0,Immediate,Golf Course Road,46,0,3,11,3,0,0,0,0,1,3,4.0,4.0,4.5,4.0,4.25,75.0,0,0,0,1
independent,1.95,581.2506,2.0,Immediate,Golf Course Road,46,0,3,11,3,0,0,0,1,1,3,4.0,4.0,4.5,4.0,4.25,78.0,0,0,0,0
independent,9.75,3078.4754,2.0,Immediate,Sector 42,44,2,3,13,2,0,0,0,0,1,3,4.0,4.0,4.5,4.0,4.25,125.0,0,0,0,1
DLF City Plots,28.35,5672.5753,2.0,undefined,Dlf Phase 1,8,2,1,0,1,1,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,207.0,1,0,0,0
Unitech Greenwood City3.6 ★,13.5,4520.838,1.0,undefined,18 Meter Road,47,7,9,11,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,138.0,0,0,0,1
Vipul World3.9 ★,12.794999999999998,4520.838,1.0,Immediate,C-Block,15,2,3,1,0,0,0,1,0,1,1,4.0,4.0,5.0,4.0,4.25,354.0,0,1,0,0
independent,2.37,721.1813,1.0,undefined,Sector 42 Gurgaon,44,2,3,13,2,0,0,0,1,0,3,4.0,4.0,4.5,4.0,4.25,313.0,0,0,0,0
independent,3.225,904.1676,1.0,undefined,Sector 42 Gurgaon,44,2,3,13,2,0,0,0,1,0,3,4.0,4.0,4.5,4.0,4.25,313.0,0,0,0,0
independent,2.52,1162.5012,2.0,undefined,116,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,740.0,0,0,0,0
independent,2.685,1237.8485,2.0,undefined,122,15,2,2,1,1,0,0,0,0,0,2,5.0,4.0,4.0,3.0,4.0,848.0,0,0,0,0
Ireo Project,1.44,1151.7373,3.0,undefined,232,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,81.0,0,0,0,0
Zara Flora,0.54,1033.3344,3.0,undefined,H11,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,112.0,0,0,0,0
Ramprastha Plots,2.97,2701.7389,1.0,undefined,B147,32,0,27,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,124.0,0,0,1,1
JMS Prime Land,1.35,1076.39,1.0,undefined,A87,11,3,1,0,0,0,0,0,0,0,1,5.0,4.5,5.0,5.0,4.875,117.0,0,0,0,0
JMS The Nation,1.44,1076.39,1.0,undefined,134,6,2,1,0,0,0,0,0,0,0,1,4.0,4.5,4.0,4.5,4.25,96.0,0,0,0,0
Lion Infra Green Valley,1.56,1119.4456,1.0,undefined,A17,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,5.0,4.25,195.0,0,0,0,0
MV Buildcon Precore City,2.1,2389.5858,2.0,undefined,A85,7,2,1,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,115.0,0,0,0,0
HUDA SECTOR 46,4.65,1453.1265,1.0,undefined,Close To Shopping Centre,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,238.0,0,0,1,1
Shree Vardhman City,1.755,1108.6817,2.0,undefined,Sohna,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,195.0,0,0,0,0
Central Park Flower Valley Mikasa Plots,9.165,3821.1845,1.0,undefined,Central Park,7,1,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,667.0,0,0,1,0
Central Park Flower Valley Mikasa Plots,5.28,2249.6551,1.0,undefined,I Block,7,1,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,446.0,0,0,1,0
Central Park Flower Valley Mikasa Plots,11.25,4499.3102,1.0,undefined,A Block,7,1,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,446.0,0,0,1,0
vatika horizon sector 82 A,31.5,1571.5294,2.0,undefined,C35,10,0,1,0,0,0,0,1,0,0,0,5.0,5.0,5.0,5.0,5.0,516.0,0,1,0,0
Vatika India Next4.1 ★,2.1,1054.8622,1.0,undefined,B178,8,2,1,0,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,382.0,0,1,0,0
Vatika India Next4.1 ★,2.7,1345.4875,1.0,undefined,A356,8,2,1,0,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,433.0,0,1,0,1
independent,2.97,1485.4181999999998,1.0,undefined,A278,10,0,1,0,0,0,0,1,0,0,0,5.0,5.0,5.0,5.0,5.0,478.0,0,1,0,1
vatika Horizon sector 82A,2.325,1033.3344,1.0,undefined,A122,10,0,1,0,0,0,0,1,0,0,0,5.0,5.0,5.0,5.0,5.0,564.0,0,1,0,1
independent,15.0,7114.9379,1.0,undefined,Sector 45 Gurgaon,48,7,6,14,1,0,0,1,0,0,1,4.0,4.0,5.0,4.0,4.25,459.0,0,1,0,0
independent,4.800000000000001,1453.1265,1.0,undefined,0001,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,100.0,0,0,0,0
independent,11.625,4499.3102,1.0,Immediate,Sector 40 Gurgaon,48,6,6,13,1,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,174.0,0,0,1,1
independent,3.45,904.1676,1.0,Immediate,Xxx,44,2,3,13,2,0,1,0,1,1,3,4.0,4.0,4.5,4.0,4.25,204.0,0,0,1,0
independent,9.75,3078.4754,2.0,Immediate,000,47,6,8,6,0,0,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,271.0,0,0,1,1
independent,9.225,3078.4754,1.0,undefined,000,48,7,6,14,1,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,184.0,0,0,1,1
independent,4.35,1453.1265,2.0,undefined,Sector 38 Gurgaon,47,4,12,7,0,0,1,0,0,0,0,4.0,4.0,5.0,4.0,4.25,136.0,0,0,1,0
independent,4.5,1453.1265,1.0,Immediate,000,48,6,6,13,1,0,0,0,0,1,1,4.0,4.0,4.0,4.0,4.0,196.0,0,0,0,0
DLF Alameda,8.475000000000001,2249.6551,2.0,Immediate,C- Block,8,2,1,0,0,0,0,0,0,1,2,4.0,4.0,4.5,4.0,4.25,249.0,0,0,1,0
independent,9.75,3078.4754,2.0,Immediate,000,48,7,6,14,1,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,161.0,0,0,1,0
Raheja Vanya City,1.6949999999999998,1022.5705,2.0,undefined,Ddjay,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3.0,3.25,106.0,0,0,0,0
KULDEEP AVENUE,0.27,904.1676,2.0,undefined,100,48,0,38,0,0,0,0,0,0,0,1,2.0,3.0,4.0,3.5,3.125,327.0,0,0,1,0
Raheja Vanya City,2.25,1367.0153,2.0,undefined,Ddjay,0,0,0,0,0,0,0,0,0,0,0,4.0,3.0,3.0,3.0,3.25,160.0,0,0,0,0
BNB Nature Valley,2.865,1388.5431,1.0,undefined,Sector 70 Gurgaon,10,2,1,0,1,0,0,0,0,0,3,4.0,4.0,3.0,3.5,3.625,118.0,0,0,0,0
