society,price,area,open_sides,possession,locality,nearby_count,school_count,hospital_count,bank_count,metro_count,corner_property,park_facing,freehold,rental_income,ready_to_move,transport_count,environment,lifestyle,connectivity,safety,overall_rating,description_length,contains_corner,contains_freehold,contains_park,contains_north
DLF The Aralias,3.375,96.8751,1.0,undefined,A/6,12,2,0,0,1,0,0,1,0,0,2,4.0,4.0,4.5,4.0,4.25,510.0,0,1,0,0
independent,15.0,495.1394,1.0,undefined,A 1/4,46,0,18,11,6,0,0,1,0,0,6,5.0,5.0,5.0,5.0,5.0,506.0,0,1,0,0
Anant Raj Ashok Estate,4.5,1614.585,1.0,undefined,Sector 63A Gurgaon,7,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.0,5.0,4.25,99.0,0,0,0,0
independent,15.0,3229.17,2.0,Immediate,1234,47,1,7,10,3,0,0,0,0,1,3,5.0,4.0,5.0,5.0,4.75,94.0,0,0,0,0
Skywhales Vienna Greens,1.98,1323.9597,2.0,Within_3_months,Sector 99A Gurgaon,6,2,0,0,0,0,0,0,0,0,1,4.0,3.0,3.0,3.0,3.25,136.0,0,0,0,0
Experion The Westerlies,6.209999999999999,3239.9339,2.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,293.0,0,0,0,0
Experion The Westerlies,3.705,1937.502,2.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,293.0,0,0,0,0
Experion The Westerlies,3.18,1625.3489,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,293.0,0,0,0,0
BPTP Amstoria3.8 ★,5.175000000000001,2249.6551,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,319.0,0,0,0,0
Grand Central 114,3.51,592.0145,1.0,Within_6_months,Sector 114 Gurgaon,3,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,86.0,0,0,0,0
Experion The Westerlies,3.195,1625.3489,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,330.0,0,0,0,0
independent,2.1,1797.5712999999998,1.0,Immediate,Sai Kunj,27,4,3,2,1,0,0,0,0,1,3,4.0,4.0,4.5,4.0,4.25,57.0,0,0,0,0
Experion The Westerlies,4.305,2249.6551,2.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,330.0,0,0,0,0
Experion The Westerlies,7.425000000000001,4047.2264,2.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,330.0,0,0,0,0
Experion The Westerlies,4.92,2421.8775,2.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,330.0,0,0,0,0
independent,12.75,505.9033,1.0,Immediate,DLF Phase 3,44,0,16,12,6,0,0,0,0,1,6,4.0,5.0,5.0,4.0,4.5,50.0,0,0,0,0
independent,16.875,4520.838,1.0,Immediate,DLF Phase 3,44,0,16,12,6,0,1,0,0,1,6,4.0,5.0,5.0,4.0,4.5,114.0,0,0,1,1
independent,13.5,3616.6704,1.0,Immediate,DLF Phase 3,50,3,35,1,0,0,1,0,0,1,2,4.0,5.0,5.0,4.0,4.5,61.0,0,0,1,0
Shyam Kunj,0.2633999999999999,904.1676,2.0,undefined,Bhondsi,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,83.0,0,0,0,0
NKV Residential Plots,0.675,2701.7389,2.0,undefined,Sohna Road,15,1,2,1,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,83.0,0,0,0,0
Shyam Kunj,0.38805,247.5697,2.0,undefined,Bhondsi,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,51.0,0,0,0,0
NKV Residential Plots,0.27,904.1676,2.0,undefined,Sohna Road,15,1,2,1,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,51.0,0,0,0,0
NKV Residential Plots,0.2533499999999999,96.8751,2.0,undefined,Sohna Road,15,1,2,1,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,50.0,0,0,0,0
Shyam Kunj,0.2286,1076.39,2.0,undefined,Bhondsi,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,51.0,0,0,0,0
NKV Plots,0.2179499999999999,96.8751,2.0,undefined,Badshahpur,46,0,13,11,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,51.0,0,0,0,0
NKV Residential Plots,0.26265,96.8751,2.0,undefined,Sohna Road,15,1,2,1,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,51.0,0,0,0,0
NKV Plots,0.30825,1797.5712999999998,2.0,undefined,Badshahpur,46,0,13,11,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,51.0,0,0,0,0
Shyam Kunj,0.2477999999999999,904.1676,2.0,undefined,Bhondsi,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,61.0,0,0,0,0
Shyam Kunj,0.2346,1345.4875,2.0,undefined,Bhondsi,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,4.0,4.0,4.0,458.0,0,1,0,0
Ansals Shiva Som Valley,1.515,1506.946,2.0,undefined,B85,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,1686.0,0,0,1,0
Ansals Shiva Som Valley,0.8999999999999999,968.751,2.0,undefined,132,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,1758.0,0,0,1,0
Shyam Kunj,0.1575,645.834,1.0,undefined,Bhondsi,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,74.0,0,0,0,0
Shyam Kunj,0.2249999999999999,904.1676,2.0,Immediate,Bhondsi,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,31.0,0,0,0,0
Ansals Shiva Som Valley,0.8999999999999999,968.751,2.0,undefined,134,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,1696.0,0,0,1,0
sohna road,0.18,721.1813,1.0,Immediate,A-28,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
sohna road,0.2249999999999999,904.1676,1.0,Immediate,D-89,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.18,721.1813,2.0,Immediate,A-10,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.1695,678.1256999999999,1.0,Immediate,C-55,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
sohna road,0.1124999999999999,452.0838,1.0,Immediate,A-77,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
sohna road,0.1124999999999999,452.0838,1.0,Immediate,B-77,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
sohna road,0.1124999999999999,452.0838,1.0,Immediate,B-64,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.1124999999999999,452.0838,1.0,Immediate,B-24,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.1124999999999999,452.0838,1.0,Immediate,B-26,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.2249999999999999,904.1676,1.0,Immediate,A-72,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.2249999999999999,904.1676,1.0,Immediate,B-35,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,43.0,0,0,0,0
independent,0.2249999999999999,96.8751,1.0,undefined,A-36,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.2249999999999999,904.1676,1.0,Immediate,C-50,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,30.0,0,0,0,0
MRS 16 Acres,0.2249999999999999,904.1676,1.0,Immediate,A-37,0,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,4.0,4.0,32.0,0,0,0,0
SOHNA ROAD,45.0,784074.7677,4.0,undefined,Vatika Farm B 501,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,557.0,0,0,0,0
Sohna road,150.0,871197.7742999999,2.0,undefined,Vatika Farm B 501,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,326.0,0,0,0,0
Ansals Shiva Som Valley,0.975,968.751,2.0,undefined,157,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,465.0,0,0,0,0
Ansals Shiva Som Valley,1.56,1496.1821,2.0,undefined,086,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,465.0,0,0,0,0
Ansals Shiva Som Valley,6.562815789473683,968.751,2.0,undefined,154,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,259.0,0,0,0,0
Ansal Sushant Lok Plots4.1 ★,30.450000000000003,7319.451999999999,1.0,undefined,Sushant Lok Phase 1,50,1,4,9,2,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,295.0,0,0,0,0
Shree Vardhman City,1.875,1302.4319,2.0,undefined,A95,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,438.0,0,0,0,0
Ansals Shiva Som Valley,0.81,742.7090999999999,2.0,undefined,107,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,4.0,5.0,4.25,201.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,6.300000000000001,2604.8638,2.0,undefined,099,12,2,0,0,1,0,0,0,0,0,3,5.0,4.0,4.0,4.0,4.25,149.0,0,0,0,0
Emaar Emerald Hills4.1 ★,5.565,1797.5712999999998,2.0,undefined,045,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,123.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,6.75,2604.8638,2.0,undefined,072,12,2,0,0,1,0,0,0,0,0,3,5.0,4.0,4.0,4.0,4.25,177.0,0,0,0,0
BPTP Amstoria3.8 ★,2.94,1216.3207,2.0,undefined,A Block,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,122.0,0,0,0,0
Emaar Emerald Hills4.1 ★,17.25,4520.838,2.0,undefined,Ivory,10,2,1,0,0,0,0,0,0,0,1,4.0,4.0,5.0,4.0,4.25,125.0,0,0,1,0
BPTP Green Oaks,2.7,1184.029,2.0,undefined,A Block,10,3,1,0,1,0,0,0,0,0,2,5.0,4.0,4.0,4.0,4.25,146.0,0,0,0,0
independent,0.1755,2325.0024,1.0,Immediate,New Palam Vihar Phase 1,31,2,12,1,1,0,0,1,0,1,5,4.0,4.0,4.5,4.0,4.25,453.0,0,1,0,0
independent,6.75,8998.6204,2.0,Immediate,Block T New Palam Vihar Phase 2,19,2,5,1,1,0,0,1,0,1,2,4.0,4.0,4.5,4.0,4.25,472.0,0,1,0,0
independent,3.3000000000000003,3595.1426,2.0,undefined,New Palam Vihar Phase 2,19,2,5,1,1,1,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,118.0,1,0,0,0
independent,6.795,9052.4399,2.0,Immediate,New Palam Vihar,32,3,11,1,1,1,0,0,0,1,5,4.0,4.0,4.0,4.0,4.0,60.0,1,0,0,0
DLF Gardencity,9.42,4520.838,1.0,undefined,A Block,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,55.0,0,0,0,0
BPTP Green Oaks,3.015,1270.1402,1.0,undefined,A Block,10,3,1,0,1,0,0,0,0,0,2,5.0,4.0,4.0,4.0,4.25,108.0,0,0,1,0
BPTP Green Oaks,2.67,1184.029,2.0,undefined,A Block,10,3,1,0,1,0,0,0,0,0,2,5.0,4.0,4.0,4.0,4.25,108.0,0,0,1,0
Breez Flora Avenue 88A,2.355,1345.4875,1.0,undefined,119,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,114.0,0,0,0,0
independent,2.7,1184.029,2.0,undefined,A Block,14,0,6,4,0,0,0,0,0,0,0,5.0,4.0,4.0,4.0,4.25,141.0,0,0,0,0
independent,1.395,1054.8622,1.0,Immediate,New Palam Vihar,32,3,11,1,1,0,0,0,0,1,5,4.0,4.0,4.0,4.0,4.0,121.0,0,0,0,0
MRS 16 Acres,0.4649999999999999,904.1676,1.0,undefined,Maruti Kunj,0,0,0,0,0,0,0,1,0,0,0,4.0,4.0,4.0,4.0,4.0,483.0,0,1,0,0
Delhi Infratech De Nest,0.4499999999999999,904.1676,2.0,Immediate,Gurgaon Faridabad Road,0,0,0,0,0,0,0,0,0,1,0,5.0,4.0,4.0,5.0,4.5,143.0,0,0,0,0
BPTP Green Oaks,4.050000000000001,1625.3489,2.0,undefined,180sqyd,10,3,1,0,1,0,0,0,0,0,2,5.0,4.0,4.0,4.0,4.25,93.0,0,0,0,1
independent,6.6000000000000005,2432.6414,2.0,undefined,270 Sqyd,45,3,11,7,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,126.0,0,0,0,1
independent,9.225,2400.3497,2.0,undefined,267sqyd,47,1,12,10,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,86.0,0,0,0,0
Nirvana Cedar Crest,6.6000000000000005,2400.3497,2.0,undefined,267sqyd,45,4,10,8,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,74.0,0,0,0,0
Emaar MGF Marbella,10.8,2400.3497,3.0,undefined,267sqyd,14,2,1,0,1,0,0,0,0,0,2,3.0,4.0,4.0,4.0,3.75,99.0,0,0,0,0
HUDA Plots,3.75,1840.6269,1.0,undefined,10...,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,234.0,0,0,0,1
Ace Palm Floors,3.06,1840.6269,2.0,undefined,234,15,2,1,2,0,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,177.0,0,0,0,0
DLF Gardencity,7.875,4499.3102,2.0,undefined,231,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,177.0,0,0,0,0
DLF Gardencity,4.86,2432.6414,2.0,undefined,112,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,177.0,0,0,0,0
DLF Gardencity,4.695,2249.6551,2.0,Immediate,123,7,2,1,0,0,0,0,0,0,1,1,4.0,4.0,3.0,4.5,3.875,177.0,0,0,0,0
Vatika India Next Plots3.6 ★,5.175000000000001,2701.7389,2.0,undefined,015,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,177.0,0,0,0,0
Vatika India Next Plots3.6 ★,3.78,2163.5439,2.0,undefined,021,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,177.0,0,0,0,0
Vatika India Next Plots3.6 ★,3.51,1625.3489,2.0,undefined,112,15,2,5,1,0,0,0,0,0,0,0,5.0,5.0,4.0,5.0,4.75,177.0,0,0,0,0
BPTP Amstoria3.8 ★,4.5600000000000005,2023.6132,1.0,undefined,Sector 102 Gurgaon,11,2,1,0,0,0,0,0,0,0,2,4.0,4.5,4.0,4.0,4.125,2037.0,0,0,1,1
Experion The Westerlies,4.0200000000000005,2260.419,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,113.0,0,0,0,0
Experion The Westerlies,5.775,3229.17,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,113.0,0,0,0,0
Experion The Westerlies,8.459999999999999,6856.6043,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,101.0,0,0,0,0
Experion The Westerlies,7.125,4477.7824,2.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,113.0,0,0,0,0
Experion The Westerlies,7.800000000000001,5274.311,1.0,Immediate,Sector 108 Gurgaon,9,3,1,0,0,0,0,0,0,1,1,4.0,4.5,4.5,4.5,4.375,113.0,0,0,0,0
DLF City Plots Phase 5,2.175,538.1949999999999,2.0,undefined,DLF Phase 5,46,4,4,13,3,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,241.0,0,0,0,0
Breez Flora Avenue 88A,1.7399999999999998,1054.8622,2.0,undefined,Sector 88A Gurgaon,8,2,1,0,1,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,1379.0,0,0,0,0
DLF Gardencity,2.1,1399.307,2.0,undefined,Sector 95 Gurgaon,5,0,4,0,0,0,0,0,0,0,0,4.0,4.5,4.0,4.5,4.25,242.0,0,0,0,0
independent,4.125,1453.1265,3.0,undefined,Sector 38 Gurgaon,47,4,12,7,0,0,0,0,1,0,0,4.0,4.0,5.0,4.0,4.25,120.0,0,0,0,0
DLF Gardencity,4.125,2432.6414,1.0,undefined,Sector 92,7,2,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,4.5,3.875,441.0,0,0,0,0
independent,10.875,2432.6414,1.0,undefined,3646,47,1,7,10,3,0,0,1,0,0,3,5.0,4.0,5.0,5.0,4.75,436.0,0,1,0,0
independent,9.135,2163.5439,1.0,undefined,343,48,6,6,14,1,0,0,1,0,0,1,4.5,4.0,5.0,4.5,4.5,449.0,0,1,0,0
Ansal Sushant Lok 2,3.72,1130.2095,1.0,undefined,555,47,4,5,14,3,0,0,0,0,0,5,4.0,5.0,5.0,4.0,4.5,116.0,0,0,0,0
Ansal Sushant Lok 2,3.9,1130.2095,1.0,undefined,444,47,4,5,14,3,0,0,0,0,0,5,4.0,5.0,5.0,4.0,4.5,116.0,0,0,0,0
Ansal Sushant Lok 2,3.825,1130.2095,1.0,undefined,111,47,4,5,14,3,0,0,0,0,0,5,4.0,5.0,5.0,4.0,4.5,74.0,0,0,0,0
Ansal,10.125,2701.7389,2.0,Immediate,333,46,2,4,9,2,0,0,0,0,1,2,4.0,4.0,4.0,4.0,4.0,119.0,0,0,0,0
Ansal,7.274999999999999,1937.502,2.0,Immediate,444,46,2,4,9,2,0,0,1,0,1,2,4.0,4.0,4.0,4.0,4.0,461.0,0,1,0,0
Gokulam Sector 7 Sohna,0.9975,1194.7929,2.0,undefined,Sohna,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,269.0,0,0,0,0
RWA Sector 42,1.875,559.7228,1.0,undefined,551,44,2,3,13,2,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,211.0,0,0,0,0
Ardee City3.8 ★,1.7999999999999998,710.4173999999999,1.0,undefined,965,45,4,7,9,0,0,0,0,0,0,2,4.0,5.0,5.0,4.0,4.5,168.0,0,0,0,0
Central Park Flower Valley,11.7,4951.394,3.0,Immediate,Ddd,15,4,3,0,0,0,0,0,0,1,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
Central Park Flower Valley,10.5,4499.3102,3.0,undefined,Ddd,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
Central Park Flower Valley,8.325,3595.1426,3.0,undefined,Ddd,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
Central Park Flower Valley,7.649999999999999,3239.9339,3.0,undefined,Ddd,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
Central Park Flower Valley,6.300000000000001,2701.7389,3.0,undefined,Ddd,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
Central Park Flower Valley,5.625,2400.3497,3.0,undefined,Ddd,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
independent,5.25,2249.6551,3.0,undefined,Ddd,0,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
Central Park Flower Valley,3.825,1646.8767,3.0,undefined,Dddd,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
Central Park Flower Valley,3.75,1625.3489,2.0,undefined,Ddd,15,4,3,0,0,0,0,0,0,0,1,4.0,4.0,4.5,4.0,4.25,609.0,0,0,1,0
independent,4.5,2249.6551,4.0,undefined,Sector 37D Gurgaon,5,0,3,0,0,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,1041.0,0,0,0,0
G99,5.475,247.5697,2.0,Within_6_months,Sector 99 Gurgaon,10,2,1,0,0,0,0,0,0,0,1,4.5,4.0,4.5,4.5,4.375,32.0,0,0,0,0
RWA Sector 43,1.7999999999999998,538.1949999999999,2.0,undefined,4545,44,2,3,13,2,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,206.0,0,0,0,0
RWA Sector 42,3.1500000000000004,904.1676,1.0,undefined,3521,44,2,3,13,2,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,210.0,0,0,0,0
RWA S ector 42,4.5600000000000005,1453.1265,1.0,undefined,6662,44,2,3,13,2,0,0,0,0,0,3,4.0,4.0,4.5,4.0,4.25,212.0,0,0,0,0
Eros Rosewood City4.0 ★,1.5750000000000002,678.1256999999999,1.0,undefined,E-00,46,1,12,10,0,0,0,0,0,0,0,4.0,4.0,5.0,5.0,4.5,60.0,0,0,0,0
independent,3.1500000000000004,990.2788,2.0,undefined,6526,48,6,6,13,1,0,0,0,0,0,1,4.0,4.0,4.0,4.0,4.0,121.0,0,0,0,0
Huda Flats,1.65,538.1949999999999,1.0,undefined,5455,46,1,5,9,2,0,0,0,0,0,2,4.0,4.0,5.0,4.0,4.25,127.0,0,0,0,0
independent,10.8,3229.17,2.0,Immediate,Malibu Town,45,4,11,6,0,0,0,0,0,1,0,5.0,4.0,5.0,5.0,4.75,93.0,0,0,0,0
Unitech South City 23.8 ★,17.4,5963.2006,3.0,Within_3_months,Sector 50 Gurgaon,45,3,11,7,0,1,1,0,0,0,0,5.0,5.0,5.0,4.0,4.75,115.0,1,0,1,0
Vatika India Next Plots3.6 ★,4.86,236.8058,1.0,Immediate,K Block,15,2,5,1,0,0,0,0,0,1,0,5.0,5.0,4.0,5.0,4.75,56.0,0,0,0,0
independent,13.5,3239.9339,1.0,undefined,Sector - 45,49,2,4,10,1,0,0,1,0,0,1,5.0,5.0,5.0,5.0,5.0,354.0,0,1,0,0
independent,7.485,2368.058,1.0,Immediate,Sector 47 Gurgaon,47,5,11,5,0,0,0,0,1,1,0,5.0,4.5,5.0,5.0,4.875,329.0,0,0,0,0
independent,7.86,1840.6269,1.0,Immediate,Sector 27 Gurgaon,47,0,6,10,3,0,0,0,0,1,3,5.0,4.0,5.0,4.0,4.5,257.0,0,0,0,0
Blite Luxury Floors,7.125,2368.058,1.0,undefined,Sector 57 Gurgaon,44,5,8,13,0,0,0,0,0,0,2,4.0,4.0,4.0,4.0,4.0,101.0,0,0,1,0
Ireo City Plots,9.15,2701.7389,2.0,undefined,Sector 60 Gurgaon,15,3,3,0,0,0,0,0,0,0,0,4.5,5.0,3.5,4.5,4.375,76.0,0,0,0,0
independent,3.3000000000000003,9902.788,1.0,Immediate,Sector 99 Gurgaon,0,0,0,0,0,0,0,0,0,1,0,4.5,4.0,4.5,4.5,4.375,58.0,0,0,0,0
independent,2.88,1334.7236,1.0,Within_3_months,Sector 78 Gurgaon,6,0,0,0,0,0,0,0,0,0,0,4.0,4.0,4.5,4.0,4.25,263.0,0,0,0,0
DLF Alameda,14.1,4843.755,1.0,undefined,A00,8,2,1,0,0,0,0,0,0,0,2,4.0,4.0,4.5,4.0,4.25,138.0,0,0,0,0
independent,1.95,904.1676,1.0,undefined,Sector 7 Gurgaon,50,2,34,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,507.0,0,1,0,0
independent,2.0250000000000004,904.1676,1.0,undefined,Sector 7 Gurgaon,50,2,34,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,465.0,0,1,0,0
independent,4.875,2249.6551,1.0,undefined,Sector 7 Gurgaon,50,2,34,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,478.0,0,1,0,1
independent,4.725,2249.6551,1.0,undefined,Sector 4 Gurgaon,49,2,29,5,0,0,0,1,1,0,3,5.0,5.0,5.0,5.0,5.0,497.0,0,1,0,0
independent,4.095,1840.6269,1.0,undefined,Sector 9A Gurgaon,49,1,32,5,0,0,0,1,0,0,3,4.0,4.0,4.0,4.0,4.0,445.0,0,1,0,1
independent,4.050000000000001,1840.6269,1.0,undefined,Sector 9 Gurgaon,50,1,38,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,436.0,0,1,0,0
independent,5.175000000000001,2346.5302,1.0,undefined,Sector 9A Gurgaon,49,1,32,5,0,0,0,1,1,0,3,4.0,4.0,4.0,4.0,4.0,551.0,0,1,0,1
independent,5.175000000000001,2346.5302,2.0,undefined,Sector 9 Gurgaon,50,1,38,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,632.0,0,1,0,0
independent,4.125,1937.502,1.0,undefined,Sector 9 Gurgaon,50,1,38,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,520.0,0,1,0,0
independent,5.025,2346.5302,2.0,undefined,Sector 9A Gurgaon,49,1,32,5,0,0,0,1,0,0,3,4.0,4.0,4.0,4.0,4.0,529.0,0,1,0,1
independent,5.1,2368.058,1.0,undefined,Sector 9 Gurgaon,50,1,38,5,0,0,0,1,0,0,1,4.0,4.0,4.0,4.0,4.0,527.0,0,1,0,1
independent,4.875,2249.6551,2.0,undefined,Sector 4 Gurgaon,49,2,29,5,0,0,0,1,0,0,3,5.0,5.0,5.0,5.0,5.0,523.0,0,1,0,1
Unitech South City 23.8 ★,1.65,538.1949999999999,2.0,undefined,South City 2,45,4,10,7,0,1,1,0,1,0,0,5.0,5.0,5.0,4.0,4.75,143.0,1,0,1,0
Vipul World3.9 ★,1.215,538.1949999999999,1.0,Immediate,Sector 48 Gurgaon,15,2,3,1,0,0,0,0,0,1,1,4.0,4.0,5.0,4.0,4.25,140.0,0,0,0,0
independent,1.605,538.1949999999999,1.0,undefined,South City 2,45,4,10,7,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,127.0,0,0,0,0
BPTP Astaire Gardens3.7 ★,3.765,1625.3489,3.0,undefined,322,12,2,0,0,1,0,0,1,0,0,3,5.0,4.0,4.0,4.0,4.25,442.0,0,1,0,0
BPTP Fortuna,3.675,2249.6551,2.0,undefined,111,8,2,1,0,1,1,1,0,0,0,2,5.0,4.0,4.0,4.0,4.25,225.0,1,0,1,0
independent,3.1500000000000004,925.6954,2.0,undefined,1377,47,6,8,6,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,680.0,0,0,0,0
