property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,noOfFloor,facing,agePossession,area,has_builtup_area,locality,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_plot,park_facing,freehold,newly_renovated,rental_income,fully_furnished
house,independent,3.75,19683,5,5,3+,2,Na,Relatively New,1905.0,0,Sector 37D Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,5,0,3,0,0,0,0,0,1,0,0,0
house,independent,0.795,8793,2,2,0,1,Na,Undefined,904.0,1,"Sector 9, Baldev Nagar",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,3.0,16689,2,2,1,2,Na,Relatively New,1798.0,0,Shivpuri,0,0,0,0,0,0,0,4.0,5.0,5.0,5.0,4.75,50,1,12,5,0,0,0,0,0,0,0,0
house,independent,0.945,11864,4,2,1,2,South-East,Old Property,797.0,1,"Near Anandpur Kutia, New Basti",0,0,0,0,1,0,4,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,12.0,327893,10,10,3+,4,Na,Relatively New,366.0,1,Sector 56 Gurgaon,1,1,0,1,0,1,55,4.0,5.0,5.0,4.0,4.5,47,1,5,14,3,0,0,0,0,1,0,0
house,independent,0.675,7208,1,1,0,1,Na,Undefined,936.0,1,"Sector 13, Rajiv Nagar",0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.5549999999999999,12276,2,2,1,1,Na,Moderately Old,452.0,0,Vishnu Garden,0,0,0,0,1,0,0,3.0,4.0,4.0,4.0,3.75,29,0,8,4,0,0,0,0,0,0,0,0
house,independent,2.58,16645,6,3,1,2,Na,Old Property,1550.0,1,Acharya Puri,0,0,0,0,1,0,0,4.0,5.0,5.0,5.0,4.75,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,2.0250000000000004,5789,10,6,3+,3,Na,Old Property,3498.0,0,"Gurgaon, Bhondsi",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.75,77419,2,2,0,1,Na,Undefined,97.0,1,Sector 105 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.93,16941,3,1,0,2,Na,Undefined,549.0,1,"Sector 8, Arjun Nagar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,12.0,12000,3,9,2,3,Na,New Property,10000.0,0,DLF Phase 2,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.7,11454,4,5,0,13,Na,Undefined,2357.0,1,Sector 92 Gurgaon,0,0,0,0,0,0,0,5.0,4.0,4.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.55,8491,4,4,3+,1,North-East,Undefined,3003.0,1,Sector 108 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.8250000000000001,7514,2,1,0,1,Na,Undefined,1098.0,1,Ashok Vihar Phase 3 Extension,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.25,7492,6,1,0,1,Na,New Property,3003.0,1,Ashok Vihar Phase 3 Extension,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.325,9863,3,2,0,1,Na,Undefined,2357.0,1,Sector 109 Gurgaon,0,0,0,0,0,0,0,5.0,4.0,3.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.48,34303,2,2,0,3,Na,Undefined,140.0,1,Garhi Harsaru,0,0,0,0,0,0,0,4.0,3.0,4.0,3.0,3.5,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,3.1500000000000004,12560,4,3,0,2,Na,Undefined,2508.0,1,Pratap Nagar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,manohar nagar,8.399999999999999,18670,34,34,3+,4,Na,New Property,4499.0,1,Manohar Nagar,0,0,0,0,0,2,0,4.0,4.0,5.0,4.0,4.25,50,1,25,1,0,0,0,0,0,0,0,0
house,independent,2.4000000000000004,42878,4,6,1,3,Na,Relatively New,560.0,0,Arjun Nagar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,45,3,2,4,0,0,0,0,0,0,0,0
house,independent,1.17,14493,4,4,0,3,North-East,Undefined,807.0,0,"Gurgaon, Haryana, India, Vir Nagar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,0,24,1,0,0,0,0,0,0,0,0
house,independent,1.4249999999999998,31521,2,1,1,3,Na,New Property,452.0,0,Madanpuri,0,0,0,0,0,0,9,4.0,4.0,4.0,4.0,4.0,50,1,23,1,0,0,0,0,0,0,0,0
house,vatika sovereign next,5.775,11224,5,6,3+,6,Na,Undefined,5145.0,1,Sector 82A Gurgaon,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,11,0,0,0,0,0,0,0,0,0,0,0
house,independent,0.99,16136,3,2,1,2,Na,Old Property,614.0,0,Bhim Nagar,0,0,0,0,0,0,15,3.0,4.0,5.0,4.0,4.0,50,1,15,1,0,1,0,0,0,0,0,0
house,independent,0.675,18444,4,4,2,4,North,Moderately Old,366.0,0,Surat Nagar 1,0,0,0,0,0,2,4,4.0,4.0,4.0,3.0,3.75,49,1,12,5,0,0,0,0,0,0,0,0
house,independent,1.275,13309,1,2,0,1,Na,Relatively New,958.0,0,Hno 13 Sagar enclave Sura,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,2.25,15836,2,2,2,3,South-West,Old Property,1421.0,0,"A Block, Sector 13 Gurgaon",1,0,0,1,0,0,4,4.0,5.0,5.0,4.0,4.5,50,2,12,11,0,0,0,0,0,0,0,0
house,independent,2.28,29834,2,2,1,1,South-East,Old Property,764.0,1,Sector 17A Gurgaon,0,0,0,0,0,0,14,4.0,4.0,5.0,5.0,4.5,48,0,5,13,1,0,0,0,0,0,0,0
house,independent,1.5,13935,3,2,2,1,North,Old Property,1076.0,1,"New Palam Vihar, Phase-2, Near Royal Oak International School, Near Dwarka Expressway, New Palam Vihar",0,0,0,1,0,0,0,4.0,4.0,4.0,4.0,4.0,32,1,6,1,1,0,0,0,0,0,0,0
house,independent,1.5750000000000002,14632,3,2,0,1,Na,Undefined,1076.0,1,Hira Nagar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.275,11281,3,3,0,1,Na,Undefined,1130.0,1,"Sector 3a, Laxman Vihar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,2,14,5,0,0,0,0,0,0,0,0
house,independent,0.8699999999999999,8508,4,2,1,2,East,Old Property,1023.0,0,Ram Nagar,0,0,0,1,0,0,4,4.0,4.0,5.0,5.0,4.5,50,1,23,1,0,0,0,0,0,0,0,0
house,independent,0.675,7465,3,2,0,1,Na,Undefined,904.0,0,"Sector 9, Baldev Nagar",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,50,1,25,1,0,0,0,0,0,0,0,0
house,independent,2.0250000000000004,36888,5,3,2,3,South-East,Old Property,549.0,0,Block G Sector-57 Gurgaon,0,0,0,0,0,0,15,4.0,4.0,5.0,4.0,4.25,46,1,7,13,2,0,0,0,0,0,0,0
house,independent,1.0499999999999998,11613,2,2,0,1,North-East,Moderately Old,904.0,0,Sheetla Colony,0,0,0,0,0,2,20,3.0,3.0,4.0,3.0,3.25,49,2,10,5,0,0,0,0,0,0,0,0
house,independent,2.1,12348,2,2,1,3,Na,Relatively New,1701.0,1,Pratap Nagar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,7.725,21108,5,5,0,1,Na,Relatively New,3660.0,0,Sector 39 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,1,0,0,1,0,0,0
house,sector 14 rwa,9.75,39043,5,5,0,4,Na,Moderately Old,2497.0,0,Sector 14 Gurgaon,0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,50,3,12,11,0,0,0,0,1,0,0,0
house,iffco nagar and 17b rwa,5.25,36399,6,5,3,3,East,Old Property,1442.0,0,Sector 17 Gurgaon,0,0,0,0,0,0,33,5.0,5.0,5.0,5.0,5.0,47,0,5,6,3,0,0,0,1,0,0,0
house,independent,20.25,28943,9,9,0,1,East,Relatively New,6997.0,1,DLF Phase 2,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,8.55,35147,9,9,3+,3,North-East,Moderately Old,2433.0,0,Palam Vihar,0,0,0,1,0,2,0,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,0,0,0,0,0,0
house,independent,2.625,16703,4,2,2,2,Na,Old Property,1572.0,0,Krishna Colony,0,0,0,0,1,0,24,4.0,4.0,4.0,4.0,4.0,50,1,19,5,0,0,0,0,0,0,0,0
house,bhim garh kheri,1.125,9589,4,2,2,2,West,Old Property,1173.0,0,Sector 3 Gurgaon,0,0,0,0,0,0,14,4.0,4.0,4.0,4.0,4.0,49,2,14,5,0,0,0,0,0,0,0,0
house,independent,5.25,203226,8,8,3+,3,South-East,Relatively New,258.0,1,Sector 12A Gurgaon,1,1,0,1,0,2,38,3.0,4.0,4.0,4.0,3.75,50,1,15,3,0,0,0,0,0,0,0,0
house,independent,1.38,22894,4,1,0,1,Na,Undefined,603.0,1,Sector 3,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,49,2,12,4,0,0,0,0,0,0,0,0
house,independent,0.78,8627,3,2,2,2,Na,New Property,904.0,0,Farukhnagar,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,14,0,9,0,0,0,0,0,0,0,0,0
house,independent,1.65,9179,8,4,3+,2,West,Old Property,1798.0,0,Laxman Vihar,0,0,0,0,0,0,4,4.0,4.0,5.0,4.0,4.25,49,1,12,5,0,0,0,0,0,0,0,0
house,surendra homes dayaindependentd colony,1.125,23226,4,4,2,1,Na,Undefined,484.0,1,"Gurgaon Village, Sector 6",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,2,16,1,0,0,0,0,0,0,0,0
house,independent,1.875,116129,2,3,0,1,Na,Undefined,161.0,1,"Sector 3a, Laxman Vihar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,12,5,0,0,0,0,0,0,0,0
house,independent,6.375,26921,4,3,2,1,North-East,Undefined,2368.0,1,Sector 10A Gurgaon,0,0,0,0,0,0,0,4.0,5.0,5.0,5.0,4.75,49,0,25,0,0,0,0,0,0,0,0,0
house,independent,0.5549999999999999,11458,1,1,1,1,Na,Relatively New,484.0,1,Sector 3a,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,0,0,0,0,0,0,0
house,dlf the grove,8.55,317729,4,4,0,1,Na,Undefined,269.0,1,Sector 54 Gurgaon,0,0,0,0,0,0,0,4.0,5.0,4.0,4.0,4.25,48,1,6,13,4,0,0,0,0,0,0,0
house,independent,1.2000000000000002,123871,13,6,3+,3,South,Moderately Old,97.0,0,Surat Nagar 1,1,1,0,1,1,0,0,4.0,4.0,4.0,3.0,3.75,49,1,12,5,0,0,0,0,0,0,0,0
house,independent,3.1500000000000004,52258,3,2,1,3,Na,New Property,603.0,0,Sector 70A Gurgaon,0,0,0,0,0,0,0,5.0,4.0,4.0,4.0,4.25,14,0,6,4,0,0,0,0,0,0,0,0
house,independent,1.65,15028,5,4,2,1,East,Undefined,1098.0,1,"Delhi Gurgaon Expressway, Ashok Vihar Phase 2",0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,0,0,0,0,0,0,0,0,0,0,0,0
house,rk excelo,0.8999999999999999,167226,5,3,2,3,North,Moderately Old,54.0,1,Subhash Nagar,0,0,0,0,1,0,0,3.0,4.0,5.0,4.0,4.0,50,1,21,2,0,0,0,0,0,0,0,0
house,independent,1.7999999999999998,33445,4,4,3+,4,West,Old Property,538.0,0,Sohna Road,0,0,0,0,0,0,5,4.0,4.0,5.0,4.0,4.25,47,3,6,4,0,0,0,0,1,0,0,0
house,independent,6.75,190029,4,4,0,4,Na,Undefined,355.0,1,"Sector 28, DLF Phase 4",0,0,0,0,0,0,0,5.0,4.0,5.0,5.0,4.75,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.2000000000000002,13272,4,4,0,2,Na,Old Property,904.0,0,Om Nagar,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,0,25,0,0,0,0,0,0,0,0,0
house,independent,4.5,16656,4,4,0,1,Na,Undefined,2702.0,0,"Gurgaon, Garhi Harsaru",0,0,0,0,0,0,0,4.0,3.0,4.0,3.0,3.5,0,0,0,0,0,1,0,0,0,0,0,0
house,vipul tatvam villa,12.75,39353,4,6,3,3,North,Old Property,3240.0,0,Sector 48 Gurgaon,0,1,0,1,1,0,33,4.0,4.0,5.0,4.0,4.25,15,3,0,3,0,0,0,0,1,0,0,0
house,"aindependentd garden, sector-105",1.65,10152,5,3,1,2,Na,Old Property,1625.0,0,Sector-105,1,0,0,1,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,1,0,0,1,0,0,0
house,independent,1.125,31672,7,4,3+,4,Na,Moderately Old,355.0,0,Saraswati Vihar,0,0,0,0,0,0,4,4.0,5.0,5.0,4.0,4.5,48,0,5,12,3,0,0,0,0,0,0,0
house,independent,9.0,464516,9,6,2,2,North-East,Old Property,194.0,0,Jacobpura,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,1,20,3,0,0,0,0,0,0,0,0
house,independent,1.23,15236,4,4,0,2,Na,Undefined,807.0,0,"Gurgaon, Haryana, India, Arjun Nagar",0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,50,1,24,1,0,0,0,0,0,0,0,0
house,independent,0.5249999999999999,5245,1,4,1,1,Na,Moderately Old,1001.0,0,Gurgaon Faridabad Road,0,0,0,0,0,0,0,5.0,4.0,4.0,5.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.725,4931,3,2,1,1,Na,Undefined,3498.0,0,"Sector 105, Rajendra Park",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,ansal api esencia3.7 â˜…,2.7750000000000004,112090,3,3,3,1,Na,Undefined,248.0,0,Sector 67 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,12,0,0,0,1,0,0,0,0,0,0,0
house,aindependentt raj estates,12.75,40705,6,6,3+,3,East,Under Construction,3132.0,0,Sector 63A Gurgaon,0,0,1,1,0,0,14,4.0,4.0,4.0,5.0,4.25,10,1,1,0,1,0,1,0,0,0,0,0
house,independent,1.35,14931,4,5,3,3,West,New Property,904.0,1,Tekchand Nagar,0,0,0,0,1,0,4,4.0,4.0,5.0,4.0,4.25,33,1,11,4,0,0,0,0,0,0,0,0
house,independent,0.75,8295,2,1,2,1,Na,Old Property,904.0,0,Ashok Vihar Phase 3,0,0,1,0,0,0,12,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,8.625,35455,4,4,2,4,North,Undefined,2433.0,1,DLF Phase 5,0,1,1,0,0,1,76,5.0,5.0,5.0,5.0,5.0,48,1,6,13,4,0,0,0,0,0,0,0
house,independent,6.9750000000000005,26341,5,5,3+,1,Na,Moderately Old,2648.0,0,"Suncity, Sector 54",0,0,0,0,0,2,0,4.0,5.0,5.0,4.0,4.5,47,1,6,12,3,1,0,0,1,0,0,0
house,independent,10.8,23066,4,4,3+,4,Na,Old Property,4682.0,0,Ansal's Palam Vihar,1,1,0,0,0,1,0,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,0.8999999999999999,16079,3,3,1,2,Na,Relatively New,560.0,0,Devilal Colony,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,50,1,24,5,0,0,0,0,0,0,0,0
house,independent,6.75,13633,4,5,2,2,East,Old Property,4951.0,0,Prem Nagar,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,50,3,15,4,0,0,0,0,0,0,0,0
house,jacobpura gurugram,1.95,38545,5,2,1,3,South-West,Old Property,506.0,0,Jacobpura Near Sadar Bazar,0,0,0,0,1,0,0,4.0,4.0,5.0,4.0,4.25,50,1,19,2,0,0,0,0,0,0,0,0
house,independent,4.800000000000001,89187,14,14,3+,6,West,Relatively New,538.0,0,DLF Phase 3,0,0,0,0,0,1,9,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,1,0,0,0,1,1
house,independent,0.8999999999999999,167226,3,3,1,2,Na,Old Property,54.0,0,Laxman Vihar,0,0,0,0,1,0,0,4.0,4.0,5.0,4.0,4.25,49,1,12,5,0,0,0,0,0,0,0,0
house,hero homes,2.925,31970,3,5,3+,2,Na,Moderately Old,915.0,0,Sector 104 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,7,1,1,0,1,0,0,0,1,0,0,0
house,ganpati heights apartment,1.875,226,10,6,2,3,South-East,Old Property,82965.0,0,Prem Nagar,0,0,0,0,1,0,4,4.0,4.0,4.0,4.0,4.0,50,2,15,2,0,0,0,0,0,0,1,0
house,international city by sobha phase 1,9.15,37613,5,6,3+,2,Na,Moderately Old,2433.0,0,Sector 109 Gurgaon,0,1,0,0,0,0,10,5.0,4.0,3.0,4.0,4.0,13,1,1,0,1,0,0,0,0,0,0,0
house,independent,0.75,21114,5,3,3,3,Na,Old Property,355.0,0,Bhim Nagar,0,0,0,0,0,0,0,3.0,4.0,5.0,4.0,4.0,50,1,13,3,0,0,0,0,0,0,0,0
house,independent,3.0,22477,3,1,0,3,North,Moderately Old,1335.0,0,Manesar,0,0,0,0,0,0,14,4.0,3.0,4.0,4.0,3.75,11,0,2,0,0,0,0,0,0,0,0,0
house,housing board colony,3.1500000000000004,34839,8,8,3+,4,South-East,Moderately Old,904.0,0,Saraswati Vihar,0,0,0,0,1,2,28,4.0,5.0,5.0,4.0,4.5,48,0,5,12,3,0,0,1,0,0,1,0
house,smart world gems,1.875,13196,3,3,2,1,Na,Undefined,1421.0,1,Sector 89,1,0,0,0,1,0,0,4.0,4.0,4.0,4.0,4.0,14,1,1,0,1,0,0,0,0,0,0,0
house,independent,0.975,9740,6,2,3,1,Na,Undefined,1001.0,0,Maruti Kunj,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,unitech espace,17.25,53242,5,6,0,1,North-West,Undefined,3240.0,1,Nirvana Country,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,46,0,5,9,0,0,0,0,0,0,0,0
house,independent,1.35,17181,5,4,3,3,North-West,Moderately Old,786.0,0,Rajiv Nagar,1,1,0,1,1,0,0,3.0,4.0,5.0,4.0,4.0,50,1,11,11,0,0,0,0,0,0,0,0
house,not applicable,1.125,17715,5,4,3,2,Na,Moderately Old,635.0,0,Laxman Vihar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,0,0,0,1,0,0,0
house,independent,1.95,17253,3,3,1,2,North,Moderately Old,1130.0,0,Rajendra Park,0,0,0,0,0,0,14,4.0,4.0,4.0,4.0,4.0,31,1,9,4,0,0,0,0,0,0,0,0
house,shree krishna homes,0.72,95558,2,2,1,1,North-East,New Property,75.0,1,Surat Nagar 1,1,0,0,1,1,0,22,4.0,4.0,4.0,3.0,3.75,43,1,13,5,0,0,0,0,0,0,0,0
house,independent,1.02,5814,5,3,0,1,Na,Undefined,1754.0,1,Sector 3,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,49,2,14,5,0,0,0,0,0,0,0,0
house,bhim garh kheri,2.25,11360,7,2,0,1,Na,Undefined,1981.0,0,Sector 3 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,1.95,17253,3,3,1,1,East,Undefined,1130.0,1,"Sector 105, Rajendra Park",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,39,1,12,5,0,0,0,0,0,0,0,0
house,independent,0.8999999999999999,16079,2,2,1,1,North-East,Moderately Old,560.0,0,Devilal Colony,0,0,0,0,0,0,5,5.0,5.0,5.0,4.0,4.75,50,1,25,5,0,1,0,0,1,0,0,0
house,sector 14 rwa,9.75,30915,4,4,3+,2,Na,Moderately Old,3154.0,0,Sector 14 Gurgaon,0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,50,3,12,11,0,0,0,0,1,0,0,0
house,independent,0.735,13935,2,1,0,1,Na,Old Property,527.0,0,"Street No 16, Shivji Park Colony",0,0,0,0,0,0,4,4.0,4.0,5.0,5.0,4.5,49,0,24,0,0,0,0,0,0,0,0,0
house,independent,1.605,17751,2,2,1,1,Na,Old Property,904.0,0,Patel Nagar,0,1,0,0,0,0,4,4.0,4.0,4.0,4.0,4.0,50,2,15,5,0,0,0,0,0,0,0,0
house,independent,3.1500000000000004,25898,6,6,3+,3,Na,Relatively New,1216.0,0,Laxmi Garden,0,0,0,0,0,0,9,4.0,4.0,5.0,4.0,4.25,50,0,26,0,0,0,1,0,0,0,0,0
house,independent,6.9,48563,2,2,2,2,East,Undefined,1421.0,1,Sector 31 Gurgaon,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,49,4,6,11,0,0,0,0,0,0,0,0
house,independent,1.5,16590,3,4,2,2,Na,Relatively New,904.0,0,Ashok Vihar Phase 2,0,0,0,0,0,0,0,3.0,4.0,4.0,4.0,3.75,49,1,12,5,0,0,0,0,1,0,0,0
house,independent,1.65,18249,6,4,1,1,South-West,Undefined,904.0,0,"Sector 105, Rajendra Park",0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,tulip yellow,4.425000000000001,24617,4,3,2,3,North,New Property,1798.0,0,Sector 69 Gurgaon,0,0,0,1,1,1,54,4.0,4.0,4.0,4.0,4.0,13,1,1,0,1,1,0,0,1,0,0,0
house,huda housing board colony4.1 â˜…,6.9,47135,6,4,3+,3,East,Old Property,1464.0,0,Sector 31 Gurgaon,0,0,0,0,1,0,5,5.0,5.0,5.0,4.0,4.75,49,3,6,9,0,0,0,0,0,0,0,0
house,independent,0.5249999999999999,14780,2,2,1,2,South-East,Old Property,355.0,0,Ravi Nagar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,0,0,0,0,0,0,0
house,laxmi garden sector-11,2.25,19177,12,9,1,3,East,Relatively New,1173.0,0,Laxmi Garden,1,1,0,1,1,2,50,4.0,4.0,5.0,4.0,4.25,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,15.0,348387,8,10,3+,1,West,Undefined,431.0,0,DLF Phase 3,0,0,0,0,0,0,0,4.0,5.0,5.0,4.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0
house,ansal celebrity homes,7.800000000000001,15003,4,5,2,1,Na,Undefined,5199.0,1,Palam Vihar,0,0,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,26,2,2,2,1,0,0,0,0,0,0,0
house,independent,0.6000000000000001,13272,1,1,0,1,Na,Moderately Old,452.0,0,Laxman Vihar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,12,5,0,0,0,0,1,0,0,0
house,shri shyam residency,0.93,18783,3,3,1,2,Na,Moderately Old,495.0,1,Surat Nagar 1,0,0,0,0,1,1,6,4.0,4.0,4.0,3.0,3.75,50,3,7,3,2,0,0,0,0,1,0,0
house,independent,0.75,13935,5,3,2,3,West,Old Property,538.0,0,Laxman Vihar Phase 2,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,15,5,0,0,0,0,0,0,0,0
house,independent,7.5,347,6,5,3+,2,Na,New Property,216138.0,0,Sector 50 Gurgaon,1,1,0,1,1,0,0,5.0,5.0,5.0,4.0,4.75,45,3,3,7,0,1,0,0,0,0,0,0
house,independent,1.38,22894,4,4,3,4,East,Moderately Old,603.0,0,Laxman Vihar Phase 2,0,0,0,0,1,0,0,4.0,4.0,5.0,4.0,4.25,49,1,15,5,0,0,0,0,0,0,0,0
house,independent,5.25,325161,6,6,3+,3,North-West,Undefined,161.0,1,"Sector 17, Delhi Gurgaon Expressway, Sector 17 Gurgaon",0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
house,not applicable,1.2000000000000002,79631,5,4,3,3,Na,Under Construction,151.0,0,Laxman Vihar,0,0,0,0,0,0,0,4.0,4.0,5.0,4.0,4.25,49,1,14,5,0,0,0,0,0,0,0,0
house,independent,2.25,21330,2,3,2,1,North,New Property,1055.0,0,Sohna,1,0,0,1,0,2,41,4.0,4.0,5.0,4.0,4.25,0,0,0,0,0,1,0,0,1,0,0,0
house,independent,3.375,9559,3,5,3+,10,South,Undefined,3531.0,1,Sector 103 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,independent,20.25,55991,5,6,3+,4,North-East,Old Property,3617.0,0,DLF Phase 2,0,0,0,0,1,2,50,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,independent,0.75,139355,12,4,3,4,Na,Old Property,54.0,0,Rajiv Nagar,0,0,0,0,0,0,9,3.0,4.0,5.0,4.0,4.0,50,1,11,11,0,0,0,0,0,0,0,0
house,mian wali,2.55,14186,1,1,1,1,Na,Old Property,1798.0,0,Mianwali Colony,0,1,0,0,0,0,5,3.0,4.0,4.0,4.0,3.75,50,1,15,3,0,0,0,0,0,0,0,0
house,independent,0.675,7465,3,2,1,2,North-West,Old Property,904.0,0,Baldev Nagar,0,0,0,0,1,0,4,4.0,4.0,4.0,4.0,4.0,50,1,25,1,0,0,0,0,0,0,0,0
house,independent,1.7999999999999998,15202,6,2,1,2,North-West,Old Property,1184.0,0,Rajendra Park,0,0,0,0,0,0,10,4.0,4.0,4.0,4.0,4.0,31,1,9,4,0,0,1,0,0,0,0,0
house,independent,2.7,15020,4,3,1,1,North-East,Old Property,1798.0,0,Patel Nagar,0,0,0,0,0,0,14,4.0,4.0,4.0,4.0,4.0,50,1,22,1,0,0,0,0,0,0,0,0
house,independent,2.25,13843,5,3,2,2,Na,New Property,1625.0,0,Sector 67 Gurgaon,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0
house,palam vihar extension west zone rwa,0.5249999999999999,8710,2,2,0,1,North-East,New Property,603.0,0,Palam Vihar Extension,0,0,0,0,0,0,0,4.0,4.0,4.0,4.0,4.0,48,3,5,11,1,0,0,0,0,0,0,0
