property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,noOfFloor,facing,agePossession,area,has_builtup_area,locality,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_plot,park_facing,freehold,newly_renovated,rental_income,fully_furnished
house,independent,9.315,34478,6,6,3+,4,North-East,Old Property,2702.0,0,Sushant Lok Phase 3,1,1,1,1,0,0,22,4.0,4.0,4.0,4.0,4.0,45,1,6,13,0,0,0,0,0,0,0,0
house,independent,11.025,44533,6,4,3+,3,North-East,Old Property,2476.0,0,Greenwood City,1,1,1,1,0,2,29,4.0,4.0,5.0,4.0,4.25,48,5,4,10,1,0,0,0,0,0,0,0
house,dlf city plots phase 2,6.75,50168,5,3,2,3,Na,Old Property,1345.0,0,DLF Phase 2,0,0,1,1,0,0,14,5.0,5.0,5.0,5.0,5.0,44,0,1,12,6,0,0,0,0,0,0,0
house,independent,9.75,54240,4,3,3,3,Na,Moderately Old,1798.0,0,DLF Phase 2,1,0,0,1,0,0,9,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,4s aradhya homes,2.745,10160,4,4,2,4,East,New Property,2702.0,0,Sector 67A Gurgaon,0,0,0,1,0,2,76,5.0,4.0,4.0,5.0,4.5,11,1,1,0,0,0,0,0,0,0,0,0
house,vipul tatvam villa,11.025,34256,4,5,2,2,South,Moderately Old,3218.0,0,Sector 48 Gurgaon,1,1,1,1,0,2,76,4.0,4.0,5.0,4.0,4.25,15,3,0,3,0,0,0,0,0,0,0,0
house,dlf city plots phase 2,15.75,395466,4,4,2,2,East,Old Property,398.0,0,DLF Phase 2,0,1,0,1,0,2,47,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,eros rosewood villas,4.125,273732,3,3,1,2,North-West,Old Property,151.0,0,Sector 49 Gurgaon,0,0,0,0,1,2,42,4.0,4.0,5.0,5.0,4.5,46,0,6,9,0,1,0,0,1,0,0,0
house,independent,9.75,41173,12,12,3+,4,North-West,Relatively New,2368.0,0,Sector 46 Gurgaon,1,0,0,1,0,2,18,4.0,4.0,5.0,4.0,4.25,47,5,2,5,0,1,0,0,1,0,0,0
house,dlf city plots phase 2,11.25,58064,9,9,3+,4,West,Relatively New,1938.0,0,DLF Phase 2,1,1,0,1,0,2,76,5.0,5.0,5.0,5.0,5.0,44,0,1,12,6,0,0,0,0,0,0,0
house,ireo victory valley4.1 â˜…,12.0,33378,6,7,3+,51,North-East,Moderately Old,3595.0,0,Sector 67 Gurgaon,1,1,0,1,0,2,33,4.0,4.0,4.0,4.0,4.0,11,1,1,0,0,0,0,0,0,0,0,0
house,independent,8.25,34525,8,8,3+,3,Na,Moderately Old,2390.0,0,Sector 46 Gurgaon,1,0,0,0,1,2,18,4.0,4.0,5.0,4.0,4.25,47,5,2,5,0,0,0,1,0,0,0,0
house,independent,6.525,48495,5,4,3,3,North,Old Property,1345.0,0,DLF Phase 2,0,1,0,0,0,0,33,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,1,0,0,0
house,ansals palam vihar,4.125,26429,3,3,3,2,Na,Moderately Old,1561.0,0,Palam Vihar,1,0,0,1,0,2,15,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,0,0,0,0,0,0
house,dlf city plots,27.0,59723,6,6,2,3,North,Old Property,4521.0,0,DLF Phase 1,0,1,0,1,1,2,33,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
house,dlf city plots,25.5,56405,5,6,3,2,North-West,Old Property,4521.0,0,DLF Phase 1,0,1,1,1,0,2,40,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
house,ansal florence super,5.625,34608,3,4,3,2,Na,Moderately Old,1625.0,0,Sector 57 Gurgaon,1,1,1,0,0,2,28,4.0,4.0,4.0,4.0,4.0,45,2,5,12,0,0,1,0,0,0,0,0
house,dlf city plots,20.25,44793,5,5,3,2,East,Old Property,4521.0,0,DLF Phase 1,1,1,1,1,0,2,49,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
house,independent,7.125,30088,7,5,3+,3,South-West,Old Property,2368.0,1,Sector 22 Gurgaon,0,0,0,1,1,0,13,4.0,4.0,5.0,5.0,4.5,32,2,2,4,1,0,0,0,0,0,0,0
house,independent,7.649999999999999,24850,3,2,0,1,East,Old Property,3078.0,1,Sector 23A Gurgaon,0,0,0,0,1,0,13,5.0,4.0,4.0,5.0,4.5,26,2,2,3,1,0,0,0,0,0,0,0
house,independent,5.85,31783,6,6,3+,3,North-East,Moderately Old,1841.0,0,Sector 38 Gurgaon,1,1,0,1,0,0,9,4.0,4.0,5.0,4.0,4.25,47,4,5,7,0,0,0,0,0,0,0,0
house,international city by sobha phase 2,9.375,17350,4,4,3+,2,East,Relatively New,5403.0,0,Sector 109 Gurgaon,0,1,0,0,0,0,76,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,independent,15.825,48844,5,5,3,2,Na,Moderately Old,3240.0,0,Nirvana Country,1,1,0,0,0,0,29,5.0,5.0,5.0,5.0,5.0,46,3,2,7,0,0,0,0,0,0,0,0
house,smart world orchard,3.015,19452,3,3,3,4,North,Undefined,1550.0,0,Sector 61 Gurgaon,0,0,0,0,0,0,76,4.0,4.0,5.0,4.0,4.25,9,1,1,0,1,0,0,0,0,0,0,0
house,independent,4.875,33548,4,4,3+,3,Na,Moderately Old,1453.0,0,Sector 31 Gurgaon,1,1,1,1,0,0,18,5.0,5.0,5.0,4.0,4.75,49,4,7,11,0,1,0,0,0,0,0,0
house,independent,13.875,58064,12,12,3+,4,North-East,New Property,2390.0,1,Sector 31 Gurgaon,0,1,0,1,1,2,33,5.0,5.0,5.0,4.0,4.75,49,4,7,11,0,0,0,0,0,0,0,0
house,bptp visionnaire,9.0,33312,5,4,3,3,North-East,New Property,2702.0,0,Sector 70A Gurgaon,1,0,0,0,0,0,23,5.0,4.0,4.0,4.0,4.25,15,3,1,5,0,1,0,0,1,0,0,0
house,independent,7.875,53795,4,4,3+,2,East,Relatively New,1464.0,1,DLF Phase 3,0,1,0,1,0,2,40,4.0,5.0,5.0,4.0,4.5,44,0,3,11,6,0,0,0,0,0,0,0
house,dlf city plots,39.0,85858,6,7,3+,2,North-East,New Property,4542.0,0,DLF Phase 1,1,1,0,1,1,2,76,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
house,unitech south city 23.8 â˜…,8.82,40766,9,9,3+,3,East,Relatively New,2164.0,0,Sector 50 Gurgaon,1,1,0,1,1,2,67,5.0,5.0,5.0,4.0,4.75,45,3,3,7,0,0,1,0,0,0,0,0
house,independent,0.795,92322,2,1,1,1,East,New Property,86.0,1,Narsinghpur,0,0,1,0,0,2,61,4.0,4.0,5.0,4.0,4.25,6,0,1,0,0,0,0,0,0,0,0,0
house,independent,0.705,15975,2,2,1,2,East,New Property,441.0,1,Laxman Vihar,1,0,0,0,0,0,46,4.0,4.0,5.0,4.0,4.25,50,1,23,1,0,0,0,0,0,0,0,0
house,ss hibiscus,18.375,31438,5,7,3+,1,South-East,Relatively New,5845.0,0,Sector 50 Gurgaon,1,1,0,1,1,2,76,5.0,5.0,5.0,4.0,4.75,15,2,4,0,0,0,1,0,0,0,0,0
house,unitech espace,15.675,48381,5,7,3+,3,Na,Moderately Old,3240.0,0,Nirvana Country,1,1,0,1,1,2,76,5.0,5.0,5.0,5.0,5.0,46,3,2,7,0,0,0,0,0,0,0,0
house,emaar mgf marbella,18.0,55557,4,4,3+,3,East,Relatively New,3240.0,0,Sector 66 Gurgaon,1,1,1,1,0,2,76,3.0,4.0,4.0,4.0,3.75,14,1,1,0,1,0,0,0,1,0,0,0
house,eldeco mansionz,9.6,29242,4,4,3,3,West,Moderately Old,3283.0,1,Sector 48 Gurgaon,0,1,1,0,0,2,76,4.0,4.0,5.0,4.0,4.25,46,1,6,9,0,0,0,0,0,0,0,0
house,independent,6.525,35450,8,8,2,3,North-East,Relatively New,1841.0,0,Sector 46 Gurgaon,1,0,0,1,0,0,9,4.0,4.0,5.0,4.0,4.25,47,5,2,5,0,0,0,0,0,0,0,0
house,independent,4.425000000000001,24041,4,4,3+,2,North-West,Old Property,1841.0,0,Palam Vihar,0,0,0,0,0,0,17,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,1,0,0,0,0,0
house,independent,4.5,28832,6,4,3+,3,South,Old Property,1561.0,0,Palam Vihar,0,0,0,0,0,2,18,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,0,0,0,0,0,0
house,independent,1.725,29138,3,3,2,2,South-East,Old Property,592.0,0,Palam Vihar,0,0,0,0,0,2,24,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,1,0,0,0,0,0
house,luxury dlf city floors,12.375,68843,12,12,3+,4,North,New Property,1798.0,0,DLF Phase 1,0,1,0,0,0,2,49,5.0,5.0,5.0,5.0,5.0,47,0,4,11,8,1,0,0,0,0,0,0
house,dlf city plots,20.25,44793,5,5,2,2,East,Moderately Old,4521.0,0,DLF Phase 1,1,1,0,0,1,2,54,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
house,nul,22.5,35131,5,5,3,2,West,Moderately Old,6405.0,1,DLF Phase 2,1,1,0,1,0,2,59,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,independent,8.25,42581,8,7,3+,3,East,Moderately Old,1937.0,1,Sushant Lok Phase 1,1,1,0,1,1,2,64,5.0,5.0,5.0,5.0,5.0,47,1,4,7,1,0,0,0,0,0,0,0
house,independent,27.0,59723,5,4,3+,4,North,Moderately Old,4521.0,0,"Gurugram, DLF Phase 1",1,1,1,1,0,2,67,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,1,0,0,0,0,0
house,independent,8.7,48399,4,3,2,2,East,Relatively New,1798.0,0,DLF Phase 1,0,0,1,0,0,0,5,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,ss hibiscus,18.75,44324,4,4,3+,2,West,Relatively New,4230.0,1,Sector 50 Gurgaon,1,1,0,0,0,1,76,5.0,5.0,5.0,4.0,4.75,15,2,4,0,0,0,0,0,0,0,0,0
house,dlf floors phase 3,5.265,18528,4,4,3,4,East,Undefined,2842.0,0,DLF Phase 3,1,1,1,1,0,2,76,4.0,5.0,5.0,4.0,4.5,44,0,3,11,5,0,0,0,0,0,0,0
house,independent,5.25,25671,6,5,2,3,North-East,Old Property,2045.0,1,Sector 5 Gurgaon,1,1,0,1,1,1,76,4.0,4.0,5.0,4.0,4.25,49,2,12,5,0,1,0,0,1,0,0,0
house,international city by sobha phase 2,14.1,39220,5,6,3+,2,North-East,Relatively New,3595.0,0,Sector 109 Gurgaon,1,1,1,1,0,2,76,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,unitech espace,15.45,47686,5,6,3+,3,East,Moderately Old,3240.0,0,Nirvana Country,1,1,1,1,0,2,76,5.0,5.0,5.0,5.0,5.0,46,2,5,7,0,0,0,0,0,0,0,0
house,international city by sobha phase 1,9.0,36997,4,4,3+,2,North-East,Relatively New,2433.0,0,Sector 109 Gurgaon,1,1,1,1,0,0,76,5.0,4.0,3.0,4.0,4.0,13,1,1,0,1,0,0,0,0,0,0,0
house,unitech deerwood chase,12.675,356832,3,3,2,2,North-East,Old Property,355.0,0,Nirvana Country,1,1,0,0,0,2,49,5.0,5.0,5.0,5.0,5.0,4,1,1,0,1,0,0,0,0,0,0,0
house,independent,10.875,43927,9,8,3,4,South-West,Old Property,2476.0,0,South City 1,0,1,0,0,0,2,63,5.0,5.0,5.0,5.0,5.0,49,1,3,7,1,1,0,0,0,0,0,0
house,independent,6.0,24665,3,3,2,2,East,Moderately Old,2433.0,0,Ansal Plaza,0,1,0,0,0,2,70,5.0,5.0,5.0,5.0,5.0,27,2,2,3,1,0,0,0,0,0,0,0
house,international city by sobha phase 1,9.225,37922,5,5,3+,3,West,Relatively New,2433.0,1,Sector 109 Gurgaon,0,1,1,1,0,2,76,5.0,4.0,3.0,4.0,4.0,13,1,1,0,1,0,0,0,0,0,0,0
house,bptp visionnaire,6.9,26489,4,4,3+,3,North,Moderately Old,2605.0,0,Sector 70A Gurgaon,1,1,1,1,0,0,41,5.0,4.0,4.0,4.0,4.25,15,3,1,5,0,1,0,0,0,0,0,0
house,dlf city plots,18.75,57872,4,5,2,2,North-East,Moderately Old,3240.0,0,DLF Phase 1,1,1,0,0,0,2,67,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
house,international city by sobha phase 2,15.0,41723,4,5,3+,2,East,New Property,3595.0,0,Sector 109 Gurgaon,1,1,0,1,1,2,33,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,independent,24.0,53342,5,6,3,2,North-East,Old Property,4499.0,0,DLF Phase 1,0,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,independent,18.75,57872,5,5,3+,2,North,Old Property,3240.0,0,DLF Phase 1,1,1,1,1,0,2,28,5.0,5.0,5.0,5.0,5.0,46,0,5,9,7,0,0,0,0,0,0,0
house,independent,24.0,53342,6,7,3+,3,East,Relatively New,4499.0,0,Greenwood City,1,1,1,1,0,2,52,4.0,4.0,5.0,4.0,4.25,48,5,4,10,1,0,0,1,0,0,0,0
house,independent,15.0,46297,6,6,3+,4,North-East,Moderately Old,3240.0,0,Greenwood City,1,1,1,1,0,2,24,4.0,4.0,5.0,4.0,4.25,48,5,4,10,1,0,0,0,0,0,0,0
house,independent,4.199999999999999,243871,5,5,3+,2,North-East,Old Property,172.0,1,Ansal Plaza,0,0,0,1,0,2,43,5.0,5.0,5.0,5.0,5.0,27,2,2,3,1,1,0,0,0,1,0,0
house,independent,10.125,41621,3,3,3,2,North-East,Moderately Old,2433.0,0,DLF Phase 1,0,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,independent,3.75,24027,4,4,2,4,West,Old Property,1561.0,0,Palam Vihar,0,0,0,0,0,0,15,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,0,0,0,0,0,0
house,independent,12.0,26544,12,4,3+,3,North,Old Property,4521.0,0,Mehrauli Gurgaon Road,0,1,1,0,0,0,16,4.0,4.0,3.0,3.0,3.5,48,0,6,12,3,0,0,1,0,0,0,0
house,independent,5.550000000000001,38194,8,8,2,4,North-East,New Property,1453.0,0,B1 Block Sector 57 Gurgaon,0,0,0,1,0,2,33,4.0,4.0,5.0,4.0,4.25,44,3,5,9,0,0,0,0,0,0,0,0
house,independent,27.6,61051,6,8,3+,4,South,Relatively New,4521.0,0,DLF Phase 1,0,1,1,1,0,2,31,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,ansal sushant residency,6.9,25539,6,6,3,3,East,Old Property,2702.0,0,Sushant Lok Phase 3,1,1,1,1,0,1,40,4.0,4.0,4.0,4.0,4.0,47,3,7,5,0,0,0,0,0,0,0,0
house,ansals florence villa,5.475,15846,6,6,2,3,North-West,Moderately Old,3455.0,0,Sushant Lok Phase 3,1,1,1,1,0,1,67,4.0,4.0,4.0,4.0,4.0,47,2,5,14,3,0,0,0,0,0,0,0
house,independent,18.0,63343,4,5,3+,4,East,Relatively New,2842.0,0,DLF Phase 4,0,1,1,1,0,2,28,5.0,4.0,5.0,5.0,4.75,47,0,5,8,3,0,0,0,0,0,0,0
house,independent,6.75,23399,8,8,3,3,North-East,Moderately Old,2885.0,0,Uppals Southend,1,1,1,1,0,1,76,5.0,5.0,5.0,5.0,5.0,46,0,5,9,0,1,1,1,0,1,0,0
house,uppal southend4.0 â˜…,6.6000000000000005,22879,6,6,3,3,North,Moderately Old,2885.0,0,Uppals Southend,1,1,1,1,0,1,49,5.0,5.0,5.0,5.0,5.0,46,0,6,9,0,1,1,1,0,1,0,0
house,vipul tatvam villa,10.875,306158,4,4,3,2,Na,Relatively New,355.0,0,Sector 48 Gurgaon,1,1,1,1,0,2,49,4.0,4.0,5.0,4.0,4.25,15,3,0,3,0,0,0,0,0,0,0,0
house,independent,1.485,25548,4,4,3,4,Na,Relatively New,581.0,0,Malibu Town,0,0,0,0,0,0,9,5.0,4.0,5.0,5.0,4.75,45,3,2,5,0,0,0,0,0,0,0,0
house,independent,30.0,66677,5,7,3+,3,West,Relatively New,4499.0,0,DLF Phase 1,0,1,0,1,0,1,51,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
house,dlf south city 1,3.975,18373,3,3,3,4,North-East,New Property,2164.0,1,South City 1,0,1,0,0,0,2,20,5.0,5.0,5.0,5.0,5.0,49,1,3,9,1,0,0,0,0,0,0,0
house,independent,4.425000000000001,16378,4,4,2,4,East,Relatively New,2702.0,0,Mayfield Garden,0,1,0,0,0,0,33,4.0,4.0,4.0,4.0,4.0,46,3,2,4,0,0,1,1,0,0,0,0
house,independent,5.4,29338,8,4,3,3,North,Moderately Old,1841.0,0,Sector 10A Gurgaon,0,0,0,1,0,0,10,4.0,5.0,5.0,5.0,4.75,49,0,27,0,0,1,0,0,1,0,0,0
house,signature global city,1.905,12122,3,3,3,4,East,Undefined,1572.0,0,Sector 37D Gurgaon,0,0,0,1,0,0,49,4.0,4.0,4.0,4.0,4.0,10,0,1,0,0,0,0,0,0,0,0,0
house,signature global city 81,1.125,10247,3,2,3,4,East,Under Construction,1098.0,0,Sector 81 Gurgaon,1,0,0,0,0,0,49,4.0,4.0,3.0,4.0,3.75,7,1,0,0,0,0,0,0,0,0,0,0
house,independent,9.0,36997,5,6,3+,3,East,Old Property,2433.0,0,Palam Vihar,1,0,0,1,1,2,28,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,0,0,0,0,0,0
house,central park,9.75,29409,4,5,3,1,North-East,Moderately Old,3315.0,0,Sector 42 Gurgaon,1,1,0,1,0,2,45,4.0,4.0,5.0,4.0,4.25,46,0,2,5,3,0,0,0,0,1,0,0
house,emaar mgf marbella,27.0,60009,5,6,3+,3,North-East,Relatively New,4499.0,0,Sector 66 Gurgaon,1,1,1,1,0,2,76,3.0,4.0,4.0,4.0,3.75,14,1,1,0,1,0,0,0,0,0,0,0
house,unitech espace,16.935,52270,5,5,3+,2,Na,Moderately Old,3240.0,0,Nirvana Country,1,0,0,1,0,0,9,5.0,5.0,5.0,5.0,5.0,46,2,5,7,0,0,0,0,0,0,0,0
house,independent,12.735,47136,3,3,2,4,North,Relatively New,2702.0,0,B Block Sushant Lok Phase 1,0,1,0,1,0,2,15,4.0,4.0,4.0,4.0,4.0,48,0,4,7,2,0,0,0,0,1,0,0
house,eldeco mansionz,9.0,33312,4,4,3+,2,East,Moderately Old,2702.0,0,Sector 48 Gurgaon,0,1,0,0,0,0,50,4.0,4.0,5.0,4.0,4.25,46,1,6,9,0,0,0,0,0,0,0,0
house,experion windchants3.8 â˜…,14.25,35209,5,5,3,2,Na,Relatively New,4047.0,1,Sector 112 Gurgaon,0,1,0,0,0,0,31,5.0,4.0,4.0,3.0,4.0,8,1,2,0,0,0,1,0,0,0,0,0
house,independent,29.25,40619,8,9,3+,2,North,New Property,7201.0,0,Palam Vihar,1,1,0,1,0,0,67,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,0,0,0,0,0,0
house,independent,15.75,57835,12,12,3+,4,North-East,Relatively New,2723.0,1,DLF Phase 1,0,1,0,1,0,2,40,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,1,0
house,independent,6.465,48049,5,4,3,3,North,Old Property,1346.0,0,DLF Phase 2,0,0,0,0,0,0,23,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,independent,10.425,60156,12,12,3+,4,East,New Property,1733.0,0,Sushant Lok Phase 3,0,1,1,0,0,2,35,4.0,4.0,4.0,4.0,4.0,45,1,6,13,0,0,0,0,0,0,0,0
house,independent,15.75,43548,5,5,3,3,East,Moderately Old,3617.0,0,DLF Phase 2,1,1,0,1,0,0,29,5.0,5.0,5.0,5.0,5.0,44,0,1,12,5,0,0,0,0,0,0,0
house,independent,8.7,19244,4,4,3+,4,Na,Old Property,4521.0,0,Sector 26 Gurgaon,0,0,0,0,0,0,24,4.0,4.0,5.0,4.0,4.25,46,0,5,9,6,1,0,0,1,0,0,0
house,independent,17.37,53612,5,5,3,2,Na,Moderately Old,3240.0,0,Nirvana Country,0,1,0,0,0,0,14,5.0,5.0,5.0,5.0,5.0,46,3,2,7,0,0,0,0,0,0,0,0
house,ansals palam vihar,6.0,24996,4,4,3+,2,North-East,Moderately Old,2400.0,0,Palam Vihar,0,1,0,0,0,0,0,5.0,5.0,5.0,4.0,4.75,27,2,2,3,1,0,0,0,0,0,0,0
house,nirvana country,24.0,53342,6,7,3,3,North-West,Old Property,4499.0,0,South City,0,1,1,1,0,2,61,5.0,5.0,5.0,5.0,5.0,45,3,3,7,0,0,0,0,0,0,0,0
house,international city by sobha phase 1,9.0,14441,5,5,3+,2,South-West,Relatively New,6232.0,0,Sector 109 Gurgaon,1,1,1,1,0,0,76,5.0,4.0,3.0,4.0,4.0,13,1,1,0,1,0,0,0,0,0,0,0
house,unitech aspen greens,10.2,47145,4,5,3,3,West,Old Property,2164.0,1,Nirvana Country,1,1,0,0,0,2,55,5.0,5.0,5.0,5.0,5.0,45,3,2,8,0,0,0,0,0,0,0,0
house,dlf new town heights 24.0 â˜…,3.75,11730,4,5,3+,4,West,Moderately Old,3197.0,0,Sector 86 Gurgaon,0,1,0,1,1,2,33,5.0,5.0,4.0,4.0,4.5,15,2,2,4,0,0,0,0,0,0,0,0
house,independent,11.25,58064,12,12,3+,4,East,New Property,1938.0,0,C Block Sushant Lok Phase 1,1,1,1,1,0,2,35,4.0,4.0,4.0,4.0,4.0,46,1,4,5,2,0,0,0,0,0,0,0
house,international city by sobha phase 2,12.72,35381,4,6,3+,3,North-East,New Property,3595.0,0,Sector 109 Gurgaon,1,1,1,1,0,0,76,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,international city by sobha phase 2,9.375,15043,5,7,3+,3,North-East,Relatively New,6232.0,0,Sector 109 Gurgaon,1,1,1,1,0,0,76,5.0,4.0,3.0,4.0,4.0,8,1,1,0,1,0,0,0,0,0,0,0
house,sushant lok 1 builder floors,16.275,43200,8,8,3,3,West,Moderately Old,3767.0,0,Sushant Lok Phase 1,1,1,1,1,0,1,76,5.0,5.0,5.0,5.0,5.0,46,1,4,5,2,0,0,0,0,0,0,0
house,independent,7.725,39871,9,9,3+,3,East,Relatively New,1937.0,0,Sector 47 Gurgaon,0,0,1,0,0,2,42,5.0,4.0,5.0,5.0,4.75,47,4,2,4,0,0,1,0,0,0,0,0
house,independent,5.25,36129,4,4,3,2,North-East,Old Property,1453.0,0,Sector 31 Gurgaon,0,0,1,0,0,2,48,5.0,5.0,5.0,4.0,4.75,49,4,7,11,0,0,0,0,0,0,0,0
house,independent,5.4,22198,4,4,3,2,North-East,New Property,2433.0,0,Sector 91 Gurgaon,0,0,0,0,0,2,33,4.0,4.0,3.0,4.0,3.75,12,0,0,0,0,0,0,0,1,0,0,0
house,ansals florence villa,9.0,33312,4,5,2,2,Na,Old Property,2702.0,0,Sushant Lok Phase 3,0,1,0,1,0,2,9,4.0,4.0,4.0,4.0,4.0,45,1,6,13,0,0,0,0,0,0,0,0
house,emaar the palm springs,21.0,93348,4,5,3+,2,North,Old Property,2250.0,0,Sector 54 Gurgaon,1,1,0,0,0,2,76,4.0,5.0,4.0,4.0,4.25,9,1,1,0,1,0,0,0,0,0,0,0
house,vatika the seven lamps3.8 â˜…,2.4000000000000004,9910,4,4,3+,16,North,Moderately Old,2422.0,0,Sector 82 Gurgaon,0,1,0,0,0,0,66,4.0,4.0,4.0,4.0,4.0,10,1,1,0,0,0,0,1,0,0,0,0
house,vatika india next4.1 â˜…,2.55,11786,3,3,3+,4,North-West,New Property,2164.0,0,Sector 83 Gurgaon,0,1,0,1,0,0,0,5.0,5.0,4.0,5.0,4.75,8,1,1,0,0,0,0,0,0,0,0,0
house,independent,10.875,40252,9,9,3+,2,North-East,New Property,2702.0,0,Sushant Lok Phase 3,0,1,0,1,1,2,33,4.0,4.0,4.0,4.0,4.0,45,1,6,13,0,1,0,0,1,0,0,0
house,independent,23.25,42353,5,6,3,3,East,Moderately Old,5490.0,0,B Block Sushant Lok Phase 1,1,1,1,1,0,0,37,4.0,4.0,4.0,4.0,4.0,48,0,4,7,2,0,0,0,0,0,0,0
house,independent,5.1,22670,3,3,3,1,North-West,Old Property,2250.0,0,Sector 14 Gurgaon,0,0,0,0,0,0,18,4.0,5.0,5.0,4.0,4.5,50,2,8,12,0,0,0,0,0,0,0,0
house,independent,16.875,52084,9,9,3+,2,North,Moderately Old,3240.0,0,DLF Phase 4,0,1,1,1,0,2,59,5.0,4.0,5.0,5.0,4.75,47,0,5,8,3,1,0,0,1,0,0,0
house,ansals florence villa,4.949999999999999,29669,4,3,3+,2,East,Moderately Old,1668.0,0,Sushant Lok Phase 3,1,1,1,1,0,0,76,4.0,4.0,4.0,4.0,4.0,47,2,5,14,3,0,1,0,0,0,0,0
house,independent,8.25,1631,8,8,2,3,North-East,Relatively New,50582.0,1,Mayfield Garden,0,0,0,1,0,2,33,4.0,4.0,4.0,4.0,4.0,47,3,2,5,0,0,0,1,0,0,0,0
house,independent,12.75,47192,5,5,3,3,West,Moderately Old,2702.0,0,Sushant Lok Phase 1,0,1,0,0,0,2,57,5.0,5.0,5.0,5.0,5.0,47,1,4,7,1,0,0,0,0,0,0,0
house,independent,12.75,39353,5,4,2,1,North-East,Moderately Old,3240.0,0,Greenwood City,0,1,0,1,0,2,33,4.0,4.0,5.0,4.0,4.25,48,5,4,10,1,0,0,1,0,0,0,0
house,unitech nirvana birch court,17.924999999999997,55325,3,3,2,1,West,Moderately Old,3240.0,0,Nirvana Country,1,1,0,0,0,0,42,5.0,5.0,5.0,5.0,5.0,44,3,2,7,0,0,0,0,0,0,0,0
house,unitech aspen greens,18.0,55557,3,4,2,1,East,Moderately Old,3240.0,0,Nirvana Country,1,1,0,0,0,2,42,5.0,5.0,5.0,5.0,5.0,44,3,2,7,0,0,0,0,0,0,0,0
house,bptp astaire gardens3.7 â˜…,9.75,36232,4,4,3+,2,North-East,New Property,2691.0,0,Sector 70A Gurgaon,1,1,0,1,0,2,76,5.0,4.0,4.0,4.0,4.25,12,1,0,0,1,0,0,0,0,0,0,0
house,dlf alameda,25.5,52645,5,8,3,3,North-West,Relatively New,4844.0,1,Sector 73 Gurgaon,1,1,1,1,0,1,40,4.0,4.0,5.0,4.0,4.25,8,1,1,0,0,0,0,0,0,0,0,0
house,ansal sushant lok plots4.1 â˜…,17.25,45788,7,8,3+,3,Na,Old Property,3767.0,1,"Park And North Facing, Sushant Lok Phase 1",0,1,1,1,0,2,24,5.0,5.0,5.0,4.0,4.75,50,0,4,7,2,0,0,1,0,0,0,0
house,independent house sector 45,13.5,57009,12,12,3,4,North-West,New Property,2368.0,1,Sector 40 Gurgaon,0,1,0,0,0,2,41,4.0,4.0,4.0,4.0,4.0,48,5,4,10,1,0,0,0,0,0,0,0
house,independent,22.5,50008,4,4,3,3,Na,Moderately Old,4499.0,1,DLF Phase 1,0,1,1,0,0,0,14,5.0,5.0,5.0,5.0,5.0,46,0,6,11,6,0,0,0,0,0,0,0
