property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,facing,agePossession,builtup_area_sqft,carpet_area_sqft,Super_Built_up_area,has_super_builtup,has_builtup_area,has_carpet_area,locality,study room,servant room,store room,pooja room,others,luxury_score,environment,lifestyle,connectivity,safety,overall_rating,nearby_count,school_count,hospital_count,bank_count,metro_count,ready_to_move,corner_property,park_facing,freehold,rental_income,fully_furnished,newly_renovated
flat,breez global heights4.2 â˜…,0.21,5329.0,394.0,1,1,1,2.0,Unknown,1 to 5 Year Old,477.1719900641729,393.95874,468.9429390286439,0,0,1,Sohna,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,signature the roselia3.6 â˜…,0.415,7293.0,569.0,2,2,2,12.0,South,0 to 1 Year Old,670.052775,569.0,633.274884711979,0,1,1,Sector 95A Gurgaon,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,12,0,0,0,0,0,0,0,0,0,0,0
flat,sare homes,0.56,4729.0,1184.0,3,1,3,1.0,East,5 to 10 Year Old,1127.984942104952,1184.029,1210.7842938276997,0,0,1,Sector 92 Gurgaon,0,0,0,0,0,15,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,0,0,0,0,0,0,0
flat,hcbs sports ville,0.35,4375.0,800.0,2,2,2,8.0,East,1 to 5 Year Old,799.973048,600.0,850.1930530139813,0,1,1,Sector 2 Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,hsiidc sidco aravali,0.9,3477.0,2588.0,3,3,3,2.0,Unknown,10+ Year Old,1900.0,2164.348800120149,2587.964477,1,1,0,Sector 1 Imt Manesar,0,1,0,0,0,4,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,0,0,1,0,0,0,0
flat,tulip lemon3.9 â˜…,0.6,11407.0,526.0,2,1,1,11.0,Unknown,1 to 5 Year Old,585.915420025417,526.031793,592.8961780583595,0,0,1,Sector 69 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,sare crescent parc3.5 â˜…,0.87,4971.0,1750.0,4,4,2,2.0,East,5 to 10 Year Old,1594.2635887569531,1490.3703952742976,1749.994862,1,0,0,Sector 92 Gurgaon,0,0,1,0,0,19,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,0,0,1,0,0,1,0
flat,signature the roselia3.6 â˜…,0.48,7164.0,670.0,2,2,2,6.0,Unknown,1 to 5 Year Old,704.5446163467742,670.052775,728.1178933635038,0,0,1,Sector 95A Gurgaon,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,12,0,0,0,0,0,0,0,0,0,0,0
flat,m3m woodshire4.0 â˜…,0.94,6881.0,1366.0,2,2,3+,1.0,East,5 to 10 Year Old,1277.9190652333336,1181.5306489010195,1366.046549,1,0,0,Sector 107 Gurgaon,0,0,0,0,0,20,5.0,5.0,5.0,5.0,5.0,6,1,0,0,0,0,0,1,0,0,0,0
flat,unitech sunbreeze,0.75,6849.0,1095.0,2,2,2,4.0,Unknown,Under Construction,1054.6655082674465,963.5734320594618,1095.011547,1,0,0,Sector 69 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,43,0,7,11,0,0,0,0,1,0,0,0
flat,signature andour heights3.8 â˜…,0.65,10172.0,639.0,2,2,1,10.0,South-West,1 to 5 Year Old,679.0063865831487,542.0,639.052743,1,0,1,Sector 71 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,15,0,1,2,0,0,0,0,0,0,0,0
flat,rwa,0.48,6000.0,800.0,3,2,1,1.0,North-East,0 to 1 Year Old,811.6404185813327,799.973048,850.1930530139813,0,0,1,Sector 7 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,50,1,22,5,0,1,0,0,0,0,0,0
flat,radhakrishna society,0.55,5000.0,1100.0,2,2,1,1.0,West,5 to 10 Year Old,1058.7845775841602,967.5947829236972,1099.962941,1,0,0,Sector 23A Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,26,2,2,3,1,0,0,1,0,0,0,0
flat,aipl joy square,0.7,10101.0,693.0,1,1,0,7.0,Unknown,1 to 5 Year Old,692.979882,350.0,749.7158062247421,0,1,1,Sector 63A Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,10,0,1,0,1,0,0,0,0,0,0,0
flat,housing board colony,0.3,7317.0,410.0,1,1,2,0.0,South,10+ Year Old,490.353011877657,410.0,509.993582,1,0,1,Sector 51 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,46,4,3,7,0,0,0,0,0,0,0,0
flat,vatika gurgaon 213.7 â˜…,0.87,6987.0,1245.0,2,2,2,3.0,East,5 to 10 Year Old,1178.23758776886,1084.2139579865234,1244.952674,1,0,0,Sector 83 Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,10,1,0,0,1,0,0,1,0,0,0,0
flat,imperia the esfera,0.9,6272.0,1435.0,3,3,3,9.0,East,1 to 5 Year Old,1435.043148,1100.0,1446.483255922083,0,1,1,Sector 37C Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,8,2,1,0,0,0,0,1,0,0,0,0
flat,chd avenue 713.6 â˜…,0.95,7917.0,1200.0,2,2,0,5.0,South,1 to 5 Year Old,1199.959572,1048.0218002084048,1225.8089288616045,0,1,0,Sector 71 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,15,0,2,1,0,0,0,0,0,0,0,0
flat,ansal heights 86,0.95,5621.0,1690.0,3,2,1,6.0,Unknown,0 to 1 Year Old,1544.8347569563875,1690.0399389999998,1685.9383767749423,0,0,1,Sector 86 Gurgaon,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,4,1,1,0,0,1,0,0,0,0,0,0
flat,shree vardhman flora3.8 â˜…,0.7,4615.0,1517.0,2,2,3,9.0,North-East,0 to 1 Year Old,1402.3149585980905,1302.9754450009286,1351.94584,1,0,0,Sector 90 Gurgaon,1,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,hcbs sports ville3.6 â˜…,0.2,4219.0,474.0,1,1,1,3.0,East,0 to 1 Year Old,474.042156,464.1216547214266,544.0661141981685,0,1,0,Sohna,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,1,0,0,0,0,0,0
flat,sare crescent parc3.5 â˜…,0.5,5000.0,1000.0,2,2,3,2.0,Unknown,5 to 10 Year Old,976.4031912498843,887.1677656389894,999.96631,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,0,0,0,1,0,0,0
flat,avl 36 gurgaon3.7 â˜…,0.65,8953.0,726.0,2,2,2,7.0,Unknown,1 to 5 Year Old,750.6781926939686,666.7977382788902,726.025055,1,0,0,Sector 36A Gurgaon,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,7,0,2,0,0,0,1,0,0,0,0,0
flat,tulip lemon3.9 â˜…,0.6,10000.0,600.0,2,1,1,12.0,Unknown,1 to 5 Year Old,646.8776459127811,599.979786,662.3851150901697,0,0,1,Sector 69 Gurgaon,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,34,0,6,9,0,1,0,0,0,0,0,0
flat,signature global synera3.4 â˜…,0.48,8026.0,598.0,2,2,1,14.0,Unknown,1 to 5 Year Old,645.2300181860955,498.0,598.042284,1,0,1,Sector 81 Gurgaon,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,0,0,0,0,0
flat,smart world gems,0.9,8159.0,1103.0,2,2,2,3.0,Unknown,Under Construction,1061.2560191741886,970.0075934422384,1102.976833,1,0,0,Sector 89 Gurgaon,1,0,0,0,1,18,5.0,5.0,5.0,5.0,5.0,14,1,1,0,1,0,0,0,0,0,0,0
flat,viridian the plaza 106,0.46,6571.0,700.0,1,1,1,18.0,Unknown,0 to 1 Year Old,729.2590322470569,699.976417,756.2890840520755,0,0,1,Sector 106 Gurgaon,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,5,0,0,0,1,0,0,0,0,0,0,0
flat,huda housing board society,0.45,9745.0,462.0,1,1,0,0.0,North-West,5 to 10 Year Old,533.1913327714805,461.77131,532.7976379227398,0,0,1,Sector 52 Gurgaon,0,0,0,1,0,8,5.0,5.0,5.0,5.0,5.0,45,2,6,11,1,0,0,1,1,0,0,0
flat,signature the serenas,0.45,8474.0,531.0,2,2,1,10.0,Unknown,0 to 1 Year Old,590.0344893421308,530.9831869999999,597.5913765064547,0,0,1,Sohna,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,0,0,0,0,0,0,0
flat,signature global orchard avenue3.6 â˜…,0.4,5479.0,730.0,2,2,0,0.0,Unknown,1 to 5 Year Old,730.0076979999999,670.0148189702785,784.4602747406473,0,1,0,Sector 93 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,8,2,0,0,0,0,0,0,0,0,0,0
flat,trisara our homes 3,0.4029999999999999,4478.0,900.0,2,2,2,1.0,Unknown,1 to 5 Year Old,899.9696789999999,602.0,944.0970219758872,0,1,1,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,13,1,1,1,1,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.54,6388.0,845.0,2,2,3,4.0,East,0 to 1 Year Old,848.7120424317568,528.3,845.2890669999999,1,0,1,Sohna,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,1,0,1,0,0,0,0
flat,hcbs sports ville3.6 â˜…,0.22,3142.0,700.0,1,1,1,1.0,Unknown,0 to 1 Year Old,729.2590322470569,699.976417,756.2890840520755,0,0,1,Sohna,0,0,0,0,0,15,5.0,5.0,5.0,5.0,5.0,5,0,0,0,0,0,0,0,0,0,1,0
flat,gls arawali homes3.8 â˜…,0.29,6035.0,481.0,2,2,2,9.0,East,1 to 5 Year Old,548.8437961749928,480.500496,550.6393920255018,0,0,1,Sohna,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,6,0,0,0,0,0,0,1,0,0,0,0
flat,global hill view,0.325,4271.0,761.0,2,2,0,11.0,Unknown,1 to 5 Year Old,761.00773,694.9471943285379,813.570505118838,0,1,0,Sector 11 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,zara aavaas,0.2,6645.0,301.0,1,1,1,3.0,North-East,1 to 5 Year Old,300.958644,324.9829148188822,381.6122478940715,0,1,0,Sector 104 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,signature global city,0.8,8421.0,950.0,2,2,2,2.0,Unknown,Under Construction,935.2124980827464,846.9542569966355,950.021814,1,0,0,Sector 37D Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,10,0,1,0,0,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.87,7190.0,1210.0,3,2,3,4.0,Unknown,1 to 5 Year Old,1209.969999,870.0,1235.199325757795,0,1,1,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,1,0,0,0,0
flat,eldeco accolade3.8 â˜…,0.78,6170.0,1264.0,2,2,2,3.0,Unknown,1 to 5 Year Old,1193.8900511723728,1099.495091270618,1264.004777,1,0,0,Sohna,0,0,0,0,0,13,5.0,5.0,5.0,5.0,5.0,7,1,1,0,0,0,0,0,0,0,0,0
flat,chd avenue 713.6 â˜…,0.95,7929.0,1198.0,2,2,2,5.0,South,5 to 10 Year Old,1139.5183361917504,1046.413259862711,1198.02207,1,0,0,Sector 71 Gurgaon,0,0,0,0,0,27,5.0,5.0,5.0,5.0,5.0,15,0,2,1,0,0,1,1,0,0,0,0
flat,housing board colony,0.3,41666.0,72.0,1,1,0,0.0,Unknown,5 to 10 Year Old,211.9039260678048,72.010491,166.57215897130737,0,0,1,Sector 51 Gurgaon,1,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,46,4,3,7,0,1,0,1,0,0,0,0
flat,sare green parc phase 3,0.79,6086.0,1298.0,3,2,2,15.0,North,0 to 1 Year Old,1221.8997225260264,1126.8402771474186,1298.018701,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,11,1,0,0,1,1,0,0,0,0,0,0
flat,sare crescent parc royal greens phase 1,0.79,6086.0,1298.0,3,2,2,15.0,Unknown,0 to 1 Year Old,1221.8997225260264,1126.8402771474186,1298.018701,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,4,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,1,0,0,0,0,0,0
flat,sare homes,0.58,4098.0,1415.0,3,3,3,3.0,North-East,0 to 1 Year Old,1318.2859445371291,1220.9398873705263,1415.022294,1,0,0,Sector 92 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,8,0,0,0,0,0,0,1,0,0,0,0
flat,sare green parc 2,0.75,4745.0,1581.0,3,3,3,2.0,East,1 to 5 Year Old,1415.0,1350.0,1453.987612,1,1,1,Sector 92 Gurgaon,0,0,0,0,1,8,5.0,5.0,5.0,5.0,5.0,7,0,0,0,0,0,0,1,0,0,0,0
flat,signature global park4.0 â˜…,0.75,6938.0,1081.0,3,2,3+,4.0,East,0 to 1 Year Old,1043.132114180648,1081.018477,1114.0632057969365,0,0,1,Sohna,0,0,0,0,0,16,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
flat,signature global superbia,0.4,6728.0,595.0,2,2,3,2.0,Unknown,Under Construction,642.7585765960673,594.490197,657.6899166420744,0,0,1,Sector 95 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,9,1,1,0,1,0,0,0,0,0,0,0
flat,orris aster court,0.9,5671.0,1587.0,3,3,3,8.0,North-East,1 to 5 Year Old,1459.9819290320834,1359.274357100224,1587.029416,1,0,0,Sector 85 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,6,0,0,0,1,0,0,0,0,0,0,0
flat,aipl club residences,0.95,10215.0,930.0,2,2,1,11.0,North-East,0 to 1 Year Old,930.00096,730.0,972.2682126644588,0,1,1,Sector 70A Gurgaon,0,0,0,0,0,21,5.0,5.0,5.0,5.0,5.0,11,1,1,0,0,0,0,0,0,0,0,0
flat,floor type society,0.4,6666.0,600.0,2,2,1,1.0,East,1 to 5 Year Old,646.8776459127811,599.979786,662.3851150901697,0,0,1,Near Pataudi Chowk,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,50,1,22,1,0,0,0,0,0,0,0,0
flat,sare green parc phase 3,0.7,5279.0,1326.0,3,2,2,4.0,Unknown,1 to 5 Year Old,1325.0,1320.0,1326.004841,1,1,1,Sector 92 Gurgaon,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,11,1,0,0,1,0,0,0,0,0,0,0
flat,pivotal devaan apartments,0.39,6500.0,600.0,2,2,0,5.0,North,1 to 5 Year Old,646.8776459127811,500.0,599.979786,1,0,1,Sector 84 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,10,0,1,0,0,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.56,6812.0,822.0,2,2,3,3.0,South,0 to 1 Year Old,829.7643235748734,822.039043,870.8519261856005,0,0,1,Sohna,0,0,0,0,0,14,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
flat,signature global city 92,0.99,9074.0,1091.0,3,2,3,1.0,Unknown,Under Construction,1091.028904,960.3563513680734,1123.453602693127,0,1,0,Sector 92 Gurgaon,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,pyramid urban,0.6,8571.0,700.0,2,2,2,14.0,Unknown,0 to 1 Year Old,729.2590322470569,645.8867137848662,699.976417,1,0,0,Sector 67A Gurgaon,0,0,0,0,0,3,5.0,5.0,5.0,5.0,5.0,11,3,0,0,0,0,0,0,1,0,0,0
flat,supertech araville,0.715,5522.0,1295.0,2,2,0,9.0,Unknown,Under Construction,1295.004809,1124.4274666288773,1315.0176993754148,0,1,0,Sector 79 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,4,0,0,0,0,0,0,0,0,0,0,0
flat,apna enclave,0.58,6105.0,950.0,2,2,2,2.0,North-East,10+ Year Old,900.0,744.0,950.021814,1,1,1,Sector 3 Gurgaon,0,0,0,0,0,10,5.0,5.0,5.0,5.0,5.0,49,2,12,4,0,0,0,1,0,0,0,0
flat,raheja maheshwara,0.48,4367.0,1099.0,2,2,2,11.0,Unknown,Under Construction,1057.960763720817,966.79051275085,1098.99419,1,0,0,Sohna,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,9,3,1,0,0,0,0,0,0,0,0,0
flat,vipul lavanya3.9 â˜…,0.75,5966.0,1257.0,2,2,2,7.0,Unknown,5 to 10 Year Old,1188.123354128973,1257.008242,1279.3341911698906,0,0,1,Sector 81 Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,16,0,0,0,0,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.58,7056.0,822.0,2,2,2,3.0,Unknown,1 to 5 Year Old,822.039043,600.0,870.8519261856005,0,1,1,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
flat,ansal heights 86,0.64,4706.0,1360.0,2,2,1,3.0,Unknown,0 to 1 Year Old,1360.0187649999998,1176.7050278639374,1376.0552792006536,0,1,0,Sector 86 Gurgaon,0,0,0,0,0,11,5.0,5.0,5.0,5.0,5.0,4,1,1,0,0,0,0,0,0,0,0,0
flat,orris aster court,0.93,5671.0,1640.0,3,3,3,8.0,Unknown,1 to 5 Year Old,1587.029416,1250.0,1638.9863922939896,0,1,1,Sector 85 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,6,0,0,0,1,0,0,0,0,0,0,0
flat,supertech hues,0.8,6779.0,1180.0,2,2,3+,14.0,Unknown,0 to 1 Year Old,1180.046357,1031.9363967514632,1207.0281350692233,0,1,0,Sector 68 Gurgaon,0,0,0,0,0,5,5.0,5.0,5.0,5.0,5.0,22,0,6,7,0,1,0,0,0,0,1,0
flat,signature global synera3.4 â˜…,0.31,7434.0,417.0,1,1,1,13.0,North,1 to 5 Year Old,496.1197089210563,320.0,416.993486,1,0,1,Sector 81 Gurgaon,0,0,0,0,0,23,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,1,0,1,0,0,0,0
flat,"new colony, gurgaon",0.8,8100.0,988.0,3,2,1,4.0,North-East,1 to 5 Year Old,966.5174248897712,989.955883,1026.732514662364,0,0,1,New Colony,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,50,1,18,2,0,0,0,1,0,0,0,0
flat,pyramid urban,0.7,11844.0,591.0,2,2,1,14.0,North,0 to 1 Year Old,639.4633211426963,591.0457489999999,653.9337578835982,0,0,1,Sector 67A Gurgaon,0,0,0,0,0,7,5.0,5.0,5.0,5.0,5.0,11,3,0,0,0,0,0,0,0,0,0,0
flat,avl 36 gurgaon3.7 â˜…,0.4,10204.0,392.0,1,1,1,4.0,West,1 to 5 Year Old,475.5243623374874,392.021238,467.0648596494058,0,0,1,Sector 36A Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,6,0,2,0,0,0,0,0,0,0,0,0
flat,signature global grand iva3.9 â˜…,0.5,6667.0,750.0,2,2,0,10.0,North,1 to 5 Year Old,750.028552,605.0,803.2410685330284,0,1,1,Sector 103 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,12,4,2,0,0,0,0,0,0,0,0,0
flat,pivotal riddhi siddhi,0.72,947.0,7603.0,2,2,2,12.0,Unknown,1 to 5 Year Old,6416.046130902117,6197.763716948242,7238.480061492431,0,0,0,Sector 99 Gurgaon,0,0,1,0,0,6,5.0,5.0,5.0,5.0,5.0,8,1,0,0,1,0,0,0,0,0,0,0
flat,pivotal devaan,0.35,7246.0,483.0,2,2,2,4.0,East,1 to 5 Year Old,550.4914239016784,482.976193,552.51747140474,0,0,1,Sector 84 Gurgaon,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,15,4,2,1,0,1,0,0,0,0,0,0
flat,511 sarahah tower,0.6,8333.0,720.0,2,2,1,0.0,Unknown,0 to 1 Year Old,745.7353095139121,719.997271,775.0698778444566,0,0,1,Subhash Nagar,0,0,0,1,0,0,5.0,5.0,5.0,5.0,5.0,50,2,18,2,0,1,0,0,0,0,0,0
flat,signature global grand iva3.9 â˜…,0.5,6250.0,800.0,2,2,2,10.0,Unknown,1 to 5 Year Old,811.6404185813327,605.0,799.973048,1,0,1,Sector 103 Gurgaon,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,12,4,2,0,0,0,0,0,0,0,0,0
flat,kendriya vihar4.1 â˜…,0.47,7768.0,605.0,1,1,1,3.0,Unknown,10+ Year Old,650.9967152294948,605.038819,667.080313538265,0,0,1,Sector 56 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,45,1,5,14,3,0,0,0,0,0,0,0
flat,ild greens4.1 â˜…,0.95,5066.0,1875.0,3,3,3+,0.0,Unknown,0 to 1 Year Old,1697.240321674798,1590.9041668801824,1874.963741,1,0,0,Sector 37C Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,9,1,1,0,0,0,0,0,1,0,0,0
flat,signature global city 81,0.825,8639.0,955.0,2,2,3,2.0,East,1 to 5 Year Old,954.973208,565.0,995.7442049049351,0,1,1,Sector 81 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,13,0,0,0,0,0,0,0,0,0,0,0
flat,supertech new soft launch,0.84,7119.0,1180.0,2,2,2,7.0,East,1 to 5 Year Old,1180.046357,1031.9363967514632,1207.0281350692233,0,1,0,Sector 68 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,26,0,6,9,0,0,0,0,0,0,0,0
flat,trisara our homes 3,0.35,5564.0,629.0,2,2,1,2.0,North,0 to 1 Year Old,670.7682479497211,629.0423159999999,689.6172660891224,0,0,1,Sohna,0,0,0,0,0,12,5.0,5.0,5.0,5.0,5.0,13,1,1,1,1,0,0,0,0,0,0,0
flat,smart world gems,0.97,8794.0,1103.0,2,2,3+,2.0,East,Under Construction,1102.976833,970.0075934422384,1134.7220789685557,0,1,0,Sector 89 Gurgaon,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,14,1,1,0,1,0,0,0,0,0,0,0
flat,sare green parc 2,0.61,4837.0,1261.0,3,2,2,6.0,Unknown,Under Construction,1191.4186095823443,1097.0822807520767,1260.990885,1,0,0,Sector 92 Gurgaon,0,0,0,0,1,0,5.0,5.0,5.0,5.0,5.0,7,0,0,0,0,0,0,0,0,0,0,0
flat,signature global park4.0 â˜…,0.75,6938.0,1081.0,2,2,0,1.0,Unknown,1 to 5 Year Old,1081.018477,952.3136496396028,1114.0632057969365,0,1,0,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,8,1,1,0,1,0,0,0,0,0,0,0
flat,breez global heights4.2 â˜…,0.46,4842.0,950.0,2,2,2,4.0,North-East,1 to 5 Year Old,800.0,700.0,950.021814,1,1,1,Sohna,0,0,0,0,0,17,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,shri ram apartments,0.32,3368.0,950.0,2,2,1,4.0,Unknown,1 to 5 Year Old,935.2124980827464,950.021814,991.04900645684,0,0,1,Laxman Vihar,0,0,0,0,0,2,5.0,5.0,5.0,5.0,5.0,49,1,12,5,0,0,0,0,0,0,0,0
flat,breez global hill view,0.42,7174.0,585.0,2,2,1,18.0,Unknown,1 to 5 Year Old,634.5204379626398,585.448521,648.2995197458839,0,0,1,Sohna,0,0,0,0,0,8,5.0,5.0,5.0,5.0,5.0,15,1,1,1,0,0,0,0,0,0,0,0
flat,bsf chs,0.95,5937.0,1600.0,3,3,3,13.0,Unknown,10+ Year Old,1470.6915092555391,1599.946096,1601.4248047092274,0,0,1,Gwal Pahari,0,0,0,0,0,6,5.0,5.0,5.0,5.0,5.0,9,1,1,0,0,0,0,1,0,0,0,0
flat,hsiidc sidco shivalik apartments3.8 â˜…,0.85,5102.0,1666.0,3,2,2,5.0,Unknown,5 to 10 Year Old,1525.0632242361612,1422.8117007551432,1666.036442,1,0,0,Sector 1 Imt Manesar,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,12,0,2,0,0,0,0,0,1,0,0,0
flat,tarc maceo3.8 â˜…,0.95,5954.0,1596.0,2,2,2,10.0,East,1 to 5 Year Old,1467.3962538021683,1366.5127886558478,1309.96663,1,0,0,Sector 91 Gurgaon,0,0,0,0,0,13,5.0,5.0,5.0,5.0,5.0,10,1,1,0,0,0,0,0,0,0,0,0
flat,dnha group housing society,0.75,4518.0,1660.0,3,2,2,5.0,Unknown,5 to 10 Year Old,1520.1203410561047,1417.9860797180606,1660.008658,1,0,0,IMT Manesar,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,18,0,4,0,0,0,0,0,0,0,0,0
flat,nbcc heights3.9 â˜…,0.75,6578.0,1140.0,2,2,2,6.0,Unknown,5 to 10 Year Old,1091.7371321178705,999.7655898375804,1140.004649,1,0,0,Sector 89 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,15,2,4,3,0,0,0,0,1,0,0,0
flat,supertech hill town,0.75,6250.0,1200.0,2,2,2,17.0,North,Under Construction,1141.165963918436,1048.0218002084048,1199.959572,1,0,0,Sector-2 Sohna,1,0,0,1,1,13,5.0,5.0,5.0,5.0,5.0,8,1,1,0,0,0,0,1,0,0,0,0
flat,vatika city homes3.9 â˜…,0.75,5660.0,1325.0,2,2,2,3.0,West,1 to 5 Year Old,1244.1426968362807,1148.5555718142896,1325.0360899999998,1,0,0,Sector 83 Gurgaon,0,0,0,0,0,9,5.0,5.0,5.0,5.0,5.0,15,3,4,0,0,0,0,1,0,0,0,0
flat,raheja vedaanta3.6 â˜…,0.7,4522.0,1548.0,2,2,3,1.0,West,1 to 5 Year Old,1547.956459,1200.0,1552.5947408490365,0,1,1,Sector 108 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,1,0,0,0,0
flat,ashiana anmol3.5 â˜…,0.9,7059.0,1275.0,2,2,2,8.0,Unknown,1 to 5 Year Old,1274.983955,1039.0,1296.2369055830336,0,1,1,Sohna,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,13,1,1,0,0,0,0,0,0,0,0,0
flat,sidhartha ncr one phase 14.2 â˜…,0.6,4800.0,1250.0,2,2,3,10.0,North-East,1 to 5 Year Old,1250.011707,1088.2353088507589,1272.7609133425572,0,1,0,Sector 95 Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0
flat,ramprastha the edge towers3.5 â˜…,0.75,5319.0,1410.0,2,2,3,19.0,Unknown,5 to 10 Year Old,1409.963261,1216.9185365062913,1423.0072636816064,0,1,0,Sector 37D Gurgaon,0,0,0,0,0,0,5.0,5.0,5.0,5.0,5.0,15,3,1,3,0,0,0,0,0,0,0,0
